717969,A6000C0,00900,00000,LEASE AND RENTAL EXPENSE
717969,A6000C0,00900,00100,C
717969,A6000C0,01000,00000,LEASE AND RENTAL EXPENSE
717969,A6000C0,01000,00100,C
717969,A6000C0,01100,00000,LEASE AND RENTAL EXPENSE
717969,A6000C0,01100,00100,C
717969,A6000C0,01200,00000,LEASE AND RENTAL EXPENSE
717969,A6000C0,01200,00100,C
717969,A6000C0,01300,00000,LEASE AND RENTAL EXPENSE
717969,A6000C0,01300,00100,C
717969,A6000C0,01400,00000,LEASE AND RENTAL EXPENSE
717969,A6000C0,01400,00100,C
717969,A6000D0,00100,00000,OTHER CAPITAL RELATED COST
717969,A6000D0,00100,00100,D
717969,A6000D0,00200,00000,OTHER CAPITAL RELATED COST
717969,A6000D0,00200,00100,D
717969,A6000D0,00300,00000,OTHER CAPITAL RELATED COST
717969,A6000D0,00300,00100,D
717969,A6000E0,00100,00000,MARKETING DEPARTMENT
717969,A6000E0,00100,00100,E
717969,A6000F0,00100,00000,MEDICAL SUPPLIES COST
717969,A6000F0,00100,00100,F
717969,A6000F0,00200,00000,MEDICAL SUPPLIES COST
717969,A6000F0,00200,00100,F
717969,A6000G0,00100,00000,DRUG COST
717969,A6000G0,00100,00100,G
717969,A6000I0,00100,00000,MISC. DEPARTMENT RECLASS
717969,A6000I0,00100,00100,I
717969,A6000I0,00200,00000,MISC. DEPARTMENT RECLASS
717969,A6000I0,00200,00100,I
717969,A6000J0,00100,00000,OTHER RADIOLOGY COST
717969,A6000J0,00100,00100,J
717969,A6000J0,00200,00000,OTHER RADIOLOGY COST
717969,A6000J0,00200,00100,J
717969,A6000J0,00300,00000,OTHER RADIOLOGY COST
717969,A6000J0,00300,00100,J
717969,A6000J0,00400,00000,OTHER RADIOLOGY COST
717969,A6000J0,00400,00100,J
717969,A6000M0,00100,00000,CAFETERIA COSTS
717969,A6000M0,00100,00100,M
717969,A800000,00700,00100,A
717969,A800000,00700,00300,ADMINISTRATIVE & GENERAL
717969,A800000,00800,00100,A
717969,A800000,00800,00300,CAP REL COSTS-MVBLE EQUIP
717969,A800000,01400,00100,B
717969,A800000,01400,00300,CAFETERIA
717969,A800000,01800,00100,B
717969,A800000,01800,00300,ADMINISTRATIVE & GENERAL
717969,A800000,02000,00100,B
717969,A800000,02000,00300,ADMINISTRATIVE & GENERAL
717969,A800000,02600,00100,A
717969,A800000,02700,00100,A
717969,A800000,03300,00000,MISCELLANEOUS
717969,A800000,03300,00100,B
717969,A800000,03300,00300,ADMINISTRATIVE & GENERAL
717969,A800000,03400,00000,AHA/KHA LOBBY EXPENSE
717969,A800000,03400,00100,A
717969,A800000,03400,00300,ADMINISTRATIVE & GENERAL
717969,A800000,03500,00000,PATIENT PHONE WAGE COST
717969,A800000,03500,00100,A
717969,A800000,03500,00300,ADMINISTRATIVE & GENERAL
717969,A800000,03600,00000,PROVIDER TAX
717969,A800000,03600,00100,A
717969,A800000,03600,00300,ADMINISTRATIVE & GENERAL
717969,A800000,03700,00000,PATIENT TV EXPENSE
717969,A800000,03700,00100,A
717969,A800000,03700,00300,OPERATION OF PLANT
717969,A800000,03800,00000,ADVERTISING
717969,A800000,03800,00100,A
717969,A800000,03800,00300,ADMINISTRATIVE & GENERAL
717969,A800000,03801,00000,LEGAL FEES
717969,A800000,03801,00100,A
717969,A800000,03801,00300,ADMINISTRATIVE & GENERAL
717969,A800000,03900,00000,RENTAL INCOME
717969,A800000,03900,00100,B
717969,A800000,03900,00300,CAP REL COSTS-BLDG & FIXT
717969,A800000,03901,00000,PATIENT PHONE DEPRECIATION
717969,A800000,03901,00100,A
717969,A800000,03901,00300,CAP REL COSTS-MVBLE EQUIP
717969,A800000,04000,00000,PATIENT PHONE WAGE BENEFITS
717969,A800000,04000,00100,A
717969,A800000,04000,00300,EMPLOYEE BENEFITS DEPARTMENT
717969,A800000,04300,00000,NON-CONTROLLING INTEREST
717969,A800000,04300,00100,A
717969,A800000,04300,00300,ADMINISTRATIVE & GENERAL
717969,A810000,00200,00200,CAP REL COSTS-BLDG & FIXT
717969,A810000,00200,00300,HO BUILDING CAPITAL COSTS
717969,A810000,00300,00200,CAP REL COSTS-MVBLE EQUIP
717969,A810000,00300,00300,HO MME CAPITAL COSTS
717969,A810000,00301,00200,ADMINISTRATIVE & GENERAL
717969,A810000,00301,00300,HO MALPRACTICE COSTS
717969,A810000,00302,00200,ADMINISTRATIVE & GENERAL
717969,A810000,00302,00300,HO ADMIN COSTS FUNCTIONAL ALLOC
717969,A810000,00303,00200,ADMINISTRATIVE & GENERAL
717969,A810000,00303,00300,HO ADMIN COSTS POOLED ALLOC
717969,A810000,00600,00100,B
717969,A810000,00600,00400,CHS
717969,A810000,00600,00600,HOSPITAL MGMT
717969,A820010,00100,00200,ADULTS & PEDIATRICS
717969,A820010,00200,00200,OPERATING ROOM
717969,A820010,00300,00200,ANESTHESIOLOGY
717969,A820010,00400,00200,RADIOLOGY-DIAGNOSTIC
717969,A820010,00500,00200,ELECTROCARDIOLOGY
717969,B10000*,00100,00100,CAP
717969,B10000*,00100,00200,CAP
717969,B10000*,00100,00400,EMPLOYEE
717969,B10000*,00100,00500,ADMINIS-
717969,B10000*,00100,00700,OPERATION
717969,B10000*,00100,00800,LAUNDRY
717969,B10000*,00100,00900,HOUSE-
717969,B10000*,00100,01000,DIETARY
717969,B10000*,00100,01100,CAFETERIA
717969,B10000*,00100,01300,NURSING
717969,B10000*,00100,01400,CENTRAL
717969,B10000*,00100,01500,PHARMACY
717969,B10000*,00100,01600,MEDICAL
717969,B10000*,00200,00100,BLDGS &
717969,B10000*,00200,00200,MOVABLE
717969,B10000*,00200,00400,BENEFITS
717969,B10000*,00200,00500,TRATIVE &
717969,B10000*,00200,00700,OF PLANT
717969,B10000*,00200,00800,& LINEN
717969,B10000*,00200,00900,KEEPING
717969,B10000*,00200,01300,ADMINIS-
717969,B10000*,00200,01400,SERVICES &
717969,B10000*,00200,01600,RECORDS &
717969,B10000*,00300,00100,FIXTURES
717969,B10000*,00300,00200,EQUIPMENT
717969,B10000*,00300,00400,DEPARTMENT
717969,B10000*,00300,00500,GENERAL
717969,B10000*,00300,00800,SERVICE
717969,B10000*,00300,01300,TRATION
717969,B10000*,00300,01400,SUPPLY
717969,B10000*,00300,01600,LIBRARY
717969,B10000*,00400,00100,SQUARE
717969,B10000*,00400,00200,SQUARE
717969,B10000*,00400,00400,GROSS
717969,B10000*,00400,00500,ACCUM.
717969,B10000*,00400,00700,SQUARE
717969,B10000*,00400,00800,POUNDS OF
717969,B10000*,00400,00900,SQUARE
717969,B10000*,00400,01000,MEALS
717969,B10000*,00400,01100,FTES
717969,B10000*,00400,01300,DIRECT NRS
717969,B10000*,00400,01400,COSTED
717969,B10000*,00400,01500,COSTED
717969,B10000*,00400,01600,GROSS CHAR
717969,B10000*,00500,00100,FEET
717969,B10000*,00500,00200,FEET
717969,B10000*,00500,00400,SALARIES
717969,B10000*,00500,00500,COST
717969,B10000*,00500,00700,FEET
717969,B10000*,00500,00800,LAUNDRY
717969,B10000*,00500,00900,FEET
717969,B10000*,00500,01000,SERVED
717969,B10000*,00500,01300,ING SALAR
717969,B10000*,00500,01400,REQUIS.
717969,B10000*,00500,01500,REQUIS.
717969,B10000*,00500,01600,GES
717969,B10000*,00600,00100,1
717969,B10000*,00600,00200,2
717969,B100000,00000,00500,X
717969,E10A181,00800,00000,WISCONSIN PHYSICIAN SERVICES
717969,E10A181,00800,00100,05901
717969,G100000,01200,00000,DUE TO BANKRUPTCY
717969,S000001,00100,00100,X
717969,S000001,00400,00100,F
717969,S000001,00500,00100,1
717969,S000001,00600,00200,05/03/2022
717969,S000001,00700,00200,05901
717969,S000001,00800,00200,N
717969,S000001,00900,00200,N
717969,S000001,01100,00300,4
717969,S100000,00300,00100,Y
717969,S100000,00400,00100,N
717969,S100000,02400,00100,N
717969,S200001,00100,00100,PAUL B. HALL REGIONAL MEDICAL CENTE
717969,S200001,00100,00200,1848
717969,S200001,00200,00100,PAINTSVILLE
717969,S200001,00200,00200,KY
717969,S200001,00200,00300,41240
717969,S200001,00200,00400,JOHNSON
717969,S200001,00300,00100,PAUL B. HALL REGIONAL MEDICAL CENTER
717969,S200001,00300,00200,180078
717969,S200001,00300,00300,99918
717969,S200001,00300,00500,01/01/1996
717969,S200001,00300,00600,N
717969,S200001,00300,00700,P
717969,S200001,00300,00800,O
717969,S200001,02000,00100,10/01/2021
717969,S200001,02000,00200,11/30/2021
717969,S200001,02100,00100,4
717969,S200001,02200,00100,Y
717969,S200001,02200,00200,N
717969,S200001,02201,00100,N
717969,S200001,02201,00200,Y
717969,S200001,02202,00100,N
717969,S200001,02202,00200,N
717969,S200001,02203,00100,N
717969,S200001,02203,00200,N
717969,S200001,02203,00300,N
717969,S200001,02204,00100,N
717969,S200001,02204,00200,N
717969,S200001,02204,00300,N
717969,S200001,02300,00200,Y
717969,S200001,03900,00100,N
717969,S200001,03900,00200,N
717969,S200001,04000,00100,N
717969,S200001,04000,00200,N
717969,S200001,04500,00100,N
717969,S200001,04500,00200,N
717969,S200001,04500,00300,N
717969,S200001,04600,00100,N
717969,S200001,04600,00200,N
717969,S200001,04600,00300,N
717969,S200001,04700,00100,N
717969,S200001,04700,00200,N
717969,S200001,04700,00300,N
717969,S200001,04800,00100,N
717969,S200001,04800,00200,N
717969,S200001,04800,00300,N
717969,S200001,05600,00100,N
717969,S200001,05700,00100,N
717969,S200001,05900,00100,N
717969,S200001,06000,00100,N
717969,S200001,06100,00100,N
717969,S200001,06300,00100,N
717969,S200001,07000,00100,N
717969,S200001,07500,00100,N
717969,S200001,08000,00100,N
717969,S200001,08100,00100,N
717969,S200001,08500,00100,N
717969,S200001,08700,00100,N
717969,S200001,09000,00100,N
717969,S200001,09000,00200,Y
717969,S200001,09100,00100,N
717969,S200001,09100,00200,Y
717969,S200001,09200,00200,N
717969,S200001,09300,00100,N
717969,S200001,09300,00200,N
717969,S200001,09400,00100,N
717969,S200001,09400,00200,N
717969,S200001,09600,00100,N
717969,S200001,09600,00200,N
717969,S200001,09800,00100,Y
717969,S200001,09800,00200,Y
717969,S200001,09801,00100,Y
717969,S200001,09801,00200,Y
717969,S200001,09802,00100,Y
717969,S200001,09802,00200,Y
717969,S200001,09803,00100,N
717969,S200001,09803,00200,N
717969,S200001,09804,00100,N
717969,S200001,09804,00200,N
717969,S200001,09805,00100,Y
717969,S200001,09805,00200,Y
717969,S200001,09806,00100,Y
717969,S200001,09806,00200,Y
717969,S200001,10500,00100,N
717969,S200001,10800,00100,N
717969,S200001,10900,00100,N
717969,S200001,11000,00100,N
717969,S200001,11100,00100,N
717969,S200001,11200,00100,N
717969,S200001,11500,00100,N
717969,S200001,11600,00100,N
717969,S200001,11700,00100,Y
717969,S200001,11802,00100,N
717969,S200001,12000,00100,N
717969,S200001,12000,00200,N
717969,S200001,12100,00100,Y
717969,S200001,12200,00100,N
717969,S200001,12500,00100,N
717969,S200001,14000,00100,Y
717969,S200001,14000,00200,HB0776
717969,S200001,14100,00100,QUORUM HEALTH CORPORATION
717969,S200001,14100,00200,WISCONSIN PHYSICIAN SERVICES
717969,S200001,14100,00300,52280
717969,S200001,14200,00100,1573 MALLORY LANE SUITE 100
717969,S200001,14300,00100,BRENTWOOD
717969,S200001,14300,00200,TN
717969,S200001,14300,00300,37027
717969,S200001,14400,00100,Y
717969,S200001,14500,00100,Y
717969,S200001,14500,00200,Y
717969,S200001,14600,00100,N
717969,S200001,14700,00100,N
717969,S200001,14800,00100,N
717969,S200001,14900,00100,N
717969,S200001,15500,00100,N
717969,S200001,15500,00200,N
717969,S200001,15500,00300,N
717969,S200001,15500,00400,N
717969,S200001,15600,00100,N
717969,S200001,15600,00200,N
717969,S200001,15600,00300,N
717969,S200001,15600,00400,N
717969,S200001,15700,00100,N
717969,S200001,15700,00200,N
717969,S200001,15700,00300,N
717969,S200001,15700,00400,N
717969,S200001,15900,00100,N
717969,S200001,15900,00200,N
717969,S200001,15900,00300,N
717969,S200001,15900,00400,N
717969,S200001,16000,00100,N
717969,S200001,16000,00200,N
717969,S200001,16000,00300,N
717969,S200001,16000,00400,N
717969,S200001,16100,00200,N
717969,S200001,16100,00300,N
717969,S200001,16100,00400,N
717969,S200001,16500,00100,N
717969,S200001,16700,00100,Y
717969,S200001,17100,00100,N
717969,S200002,00100,00100,N
717969,S200002,00200,00100,N
717969,S200002,00300,00100,N
717969,S200002,00400,00100,N
717969,S200002,00500,00100,N
717969,S200002,00600,00100,N
717969,S200002,00700,00100,N
717969,S200002,00800,00100,N
717969,S200002,00900,00100,N
717969,S200002,01000,00100,N
717969,S200002,01100,00100,N
717969,S200002,01200,00100,Y
717969,S200002,01300,00100,N
717969,S200002,01400,00100,N
717969,S200002,01500,00100,N
717969,S200002,01600,00100,Y
717969,S200002,01600,00200,04/29/2022
717969,S200002,01600,00300,Y
717969,S200002,01600,00400,04/29/2022
717969,S200002,01700,00100,N
717969,S200002,01700,00300,N
717969,S200002,01800,00100,N
717969,S200002,01800,00300,N
717969,S200002,01900,00100,N
717969,S200002,01900,00300,N
717969,S200002,02000,00100,N
717969,S200002,02000,00300,N
717969,S200002,02100,00100,N
717969,S200002,02100,00300,N
717969,S200002,02200,00100,N
717969,S200002,02300,00100,N
717969,S200002,02400,00100,N
717969,S200002,02500,00100,N
717969,S200002,02600,00100,N
717969,S200002,02700,00100,N
717969,S200002,02800,00100,N
717969,S200002,02900,00100,N
717969,S200002,03000,00100,N
717969,S200002,03100,00100,N
717969,S200002,03200,00100,N
717969,S200002,03300,00100,N
717969,S200002,03400,00100,Y
717969,S200002,03500,00100,N
717969,S200002,03600,00100,Y
717969,S200002,03700,00100,Y
717969,S200002,03800,00100,Y
717969,S200002,03800,00200,12/31/2020
717969,S200002,03900,00100,N
717969,S200002,04000,00100,N
719460,A000000,00100,00000,00100CAP REL COSTS-BLDG & FIXT
719460,A000000,00101,00000,00101CAP REL COSTS-CANCER CTR
719460,A000000,00102,00000,00102CAP REL COSTS-CLINIC
719460,A000000,00103,00000,00103CAP REL COSTS-CRAIG RD
719460,A000000,00200,00000,00200CAP REL COSTS-MVBLE EQUIP
719460,A000000,00300,00000,00300OTHER CAP REL COSTS
719460,A000000,00400,00000,00400EMPLOYEE BENEFITS DEPARTMENT
719460,A000000,00500,00000,00500ADMINISTRATIVE & GENERAL
719460,A000000,00600,00000,00600MAINTENANCE & REPAIRS
719460,A000000,00700,00000,00700OPERATION OF PLANT
719460,A000000,00800,00000,00800LAUNDRY & LINEN SERVICE
719460,A000000,00900,00000,00900HOUSEKEEPING
719460,A000000,01000,00000,01000DIETARY
719460,A000000,01100,00000,01100CAFETERIA
719460,A000000,01200,00000,01200MAINTENANCE OF PERSONNEL
719460,A000000,01300,00000,01300NURSING ADMINISTRATION
719460,A000000,01400,00000,01400CENTRAL SERVICES & SUPPLY
719460,A000000,01500,00000,01500PHARMACY
719460,A000000,01600,00000,01600MEDICAL RECORDS & LIBRARY
719460,A000000,01700,00000,01700SOCIAL SERVICE
719460,A000000,01800,00000,01850OTHER GENERAL SERVICE (SPECIFY)
719460,A000000,01900,00000,01900NONPHYSICIAN ANESTHETISTS
719460,A000000,02000,00000,02000NURSING PROGRAM
719460,A000000,02100,00000,02100I&R SERVICES-SALARY & FRINGES APPRV
719460,A000000,02200,00000,02200I&R SERVICES-OTHER PRGM COSTS APPRV
719460,A000000,02300,00000,02300PARAMED ED PRGM-(SPECIFY)
719460,A000000,03000,00000,03000ADULTS & PEDIATRICS
719460,A000000,03100,00000,03100INTENSIVE CARE UNIT
719460,A000000,03200,00000,03200CORONARY CARE UNIT
719460,A000000,04300,00000,04300NURSERY
719460,A000000,05000,00000,05000OPERATING ROOM
719460,A000000,05100,00000,05100RECOVERY ROOM
719460,A000000,05200,00000,05200DELIVERY ROOM & LABOR ROOM
719460,A000000,05201,00000,05201DELIVERY ROOM & LABOR ROOM
719460,A000000,05300,00000,05300ANESTHESIOLOGY
719460,A000000,05400,00000,05400RADIOLOGY-DIAGNOSTIC
719460,A000000,05500,00000,05500RADIOLOGY-THERAPEUTIC
719460,A000000,05600,00000,05600RADIOISOTOPE
719460,A000000,05601,00000,05601NUCLEAR MED - DIAGNOSTIC
719460,A000000,05700,00000,05700CT SCAN
719460,A000000,05800,00000,05800MRI
719460,A000000,05900,00000,05900CARDIAC CATHETERIZATION
719460,A000000,06000,00000,06000LABORATORY
719460,A000000,06100,00000,06100PBP CLINICAL LAB SERVICES-PRGM ONLY
719460,A000000,06200,00000,06200WHOLE BLOOD & PACKED RED BLOOD CELL
719460,A000000,06300,00000,06300BLOOD STORING  PROCESSING & TRANS.
719460,A000000,06400,00000,06400INTRAVENOUS THERAPY
719460,A000000,06500,00000,06500RESPIRATORY THERAPY
719460,A000000,06600,00000,06600PHYSICAL THERAPY
719460,A000000,06700,00000,06700OCCUPATIONAL THERAPY
719460,A000000,06800,00000,06800SPEECH PATHOLOGY
719460,A000000,06900,00000,06900ELECTROCARDIOLOGY
719460,A000000,07000,00000,07000ELECTROENCEPHALOGRAPHY
719460,A000000,07100,00000,07100MEDICAL SUPPLIES CHARGED TO PATIENT
719460,A000000,07200,00000,07200IMPL. DEV. CHARGED TO PATIENTS
719460,A000000,07300,00000,07300DRUGS CHARGED TO PATIENTS
719460,A000000,07400,00000,07400RENAL DIALYSIS
719460,A000000,07500,00000,07500ASC (NON-DISTINCT PART)
719460,A000000,07697,00000,07697CARDIAC REHABILITATION
719460,A000000,07700,00000,07700ALLOGENEIC STEM CELL ACQUISITION
719460,A000000,08800,00000,08800RURAL HEALTH CLINIC
719460,A000000,09000,00000,09000CLINIC
719460,A000000,09100,00000,09100EMERGENCY
719460,A000000,09200,00000,09200OBSERVATION BEDS (NON-DISTINCT PART
719460,A000000,09500,00000,09500AMBULANCE SERVICES
719460,A000000,09600,00000,09600DURABLE MEDICAL EQUIP-RENTED
719460,A000000,09700,00000,09700DURABLE MEDICAL EQUIP-SOLD
719460,A000000,09800,00000,09850OTHER REIMBURSABLE COST CENTERS
719460,A000000,10000,00000,10000I&R SERVICES-NOT APPRVD PRGM
719460,A000000,11300,00000,11300INTEREST EXPENSE
719460,A000000,11500,00000,11500AMBULATORY SURGICAL CENTER (D.P.)
719460,A000000,19000,00000,19000GIFT  FLOWER  COFFEE SHOP & CANTEEN
719460,A000000,19100,00000,19100RESEARCH
719460,A000000,19200,00000,19200PHYSICIANS PRIVATE OFFICES
719460,A000000,19300,00000,19300NONPAID WORKERS
719460,A000000,19301,00000,19301COMFORT RECOVERY
719460,A6000A0,00100,00000,RECLASS SUPPLIES & DRUGS
719460,A6000A0,00100,00100,A
719460,A6000A0,00200,00000,RECLASS SUPPLIES & DRUGS
719460,A6000A0,00200,00100,A
719460,A6000A0,00300,00000,RECLASS SUPPLIES & DRUGS
719460,A6000A0,00300,00100,A
719460,A6000A0,00400,00000,RECLASS SUPPLIES & DRUGS
719460,A6000A0,00400,00100,A
719460,A6000A0,00500,00000,RECLASS SUPPLIES & DRUGS
719460,A6000A0,00500,00100,A
719460,A6000A0,00600,00000,RECLASS SUPPLIES & DRUGS
719460,A6000A0,00600,00100,A
719460,A6000A0,00700,00000,RECLASS SUPPLIES & DRUGS
719460,A6000A0,00700,00100,A
719460,A6000B0,00100,00000,RECLASS OB & NURSERY
719460,A6000B0,00100,00100,B
719460,A6000B0,00200,00000,RECLASS OB & NURSERY
719460,A6000B0,00200,00100,B
719460,A800000,00600,00100,B
719460,A800000,00600,00300,MAINTENANCE & REPAIRS
719460,A800000,01400,00100,B
719460,A800000,01400,00300,DIETARY
719460,A800000,02600,00100,A
719460,A800000,02601,00100,A
719460,A800000,02700,00100,A
719460,A800000,03301,00000,MISC INCOME STERILIZATION PROC
719460,A800000,03301,00100,B
719460,A800000,03301,00300,OPERATING ROOM
719460,A800000,03302,00000,MISC INCOME CLINIC
719460,A800000,03302,00100,B
719460,A800000,03302,00300,CLINIC
719460,A800000,03303,00000,MISC INCOME PHYSICAL THERAPY
719460,A800000,03303,00100,B
719460,A800000,03303,00300,PHYSICAL THERAPY
719460,A800000,03304,00000,MISC INCOME IP
719460,A800000,03304,00100,B
719460,A800000,03304,00300,PHARMACY
719460,A800000,03305,00000,MISC INCOME OP
719460,A800000,03305,00100,B
719460,A800000,03305,00300,OPERATION OF PLANT
719460,A800000,03306,00000,CHARITABLE CONTRIBUTIONS
719460,A800000,03306,00100,A
719460,A800000,03306,00300,ADMINISTRATIVE & GENERAL
719460,A800000,03307,00000,MIDLEVEL COSTS
719460,A800000,03307,00100,A
719460,A800000,03307,00300,EMPLOYEE BENEFITS DEPARTMENT
719460,A800000,03308,00000,MIDLEVEL COSTS
719460,A800000,03308,00100,A
719460,A800000,03308,00300,ADMINISTRATIVE & GENERAL
719460,A800000,03309,00000,MIDLEVEL COSTS
719460,A800000,03309,00100,A
719460,A800000,03309,00300,DIETARY
719460,A800000,03310,00000,MIDLEVEL COSTS
719460,A800000,03310,00100,A
719460,A800000,03310,00300,ADULTS & PEDIATRICS
719460,A800000,03311,00000,MIDLEVEL COSTS
719460,A800000,03311,00100,A
719460,A800000,03311,00300,ANESTHESIOLOGY
719460,A800000,03312,00000,MIDLEVEL COSTS
719460,A800000,03312,00100,A
719460,A800000,03312,00300,RADIOLOGY-DIAGNOSTIC
719460,A800000,03313,00000,MIDLEVEL COSTS
719460,A800000,03313,00100,A
719460,A800000,03313,00300,RADIOLOGY-THERAPEUTIC
719460,A800000,03314,00000,MIDLEVEL COSTS
719460,A800000,03314,00100,A
719460,A800000,03314,00300,CLINIC
719460,A800000,03315,00000,MIDLEVEL COSTS
719460,A800000,03315,00100,A
719460,A800000,03315,00300,EMERGENCY
719460,A800000,03400,00000,MARKETING EXPENSE
719460,A800000,03400,00100,A
719460,A800000,03400,00300,EMERGENCY
719460,A800000,03401,00000,MIDLEVEL COSTS
719460,A800000,03401,00100,A
719460,A800000,03402,00000,MIDLEVEL COSTS
719460,A800000,03402,00100,A
719460,A800000,03403,00000,OTHER REVENUE
719460,A800000,03403,00100,B
719460,A800000,03404,00000,MARKETING EXPENSE
719460,A800000,03404,00100,A
719460,A800000,03405,00000,MARKETING EXPENSE
719460,A800000,03405,00100,A
719460,A800000,03406,00000,MEDICAID ASSESSMENT
719460,A800000,03406,00100,A
719460,A800000,03406,00300,ADMINISTRATIVE & GENERAL
719460,A810000,00100,00200,EMPLOYEE BENEFITS DEPARTMENT
719460,A810000,00100,00300,SYSTEM ALLOCATIONS
719460,A810000,00200,00200,ADMINISTRATIVE & GENERAL
719460,A810000,00200,00300,SYSTEM ALLOCATIONS - NON CAP
719460,A810000,00300,00200,ADMINISTRATIVE & GENERAL
719460,A810000,00300,00300,SYSTEM ALLOCATIONS - CAPITAL
719460,A810000,00400,00200,MAINTENANCE & REPAIRS
719460,A810000,00400,00300,SYSTEM ALLOCATIONS
719460,A810000,00401,00200,MEDICAL RECORDS & LIBRARY
719460,A810000,00401,00300,SYSTEM ALLOCATIONS MED REC
719460,A810000,00402,00200,ADMINISTRATIVE & GENERAL
719460,A810000,00402,00300,SUPPLY CHAIN - HO
719460,A810000,00403,00200,OPERATING ROOM
719460,A810000,00403,00300,SURGERY - HO
719460,A810000,00404,00200,ANESTHESIOLOGY
719460,A810000,00404,00300,ANESTHESIA - HO
719460,A810000,00406,00200,RADIOLOGY-THERAPEUTIC
719460,A810000,00406,00300,ONCOLOGY - HO
719460,A810000,00408,00200,RADIOLOGY-DIAGNOSTIC
719460,A810000,00408,00300,RADIOLOGY - HO
