Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
ACADIA GENERAL HOSPITAL (190044),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,7603305.0,1323096.0,0.203579,1.0,40362626.0,,7529059.0,6596915.0,,198265362.0,113.0,7484.0,6287583.0,13778287.0,41358.0,1458.0,5989860.0,2020-09-30,LA,3999.0,6353984.0,4.0,25243.0,31753.0,2019-10-01 00:00:00,,,13980669.0,23788384.0,43525110.0,231.27,109.0,2020
ACADIA GREENLEAF HOSPITAL (114036),Psychiatric,Proprietary-Corporation,,,,1.0,15590914.0,,,,,59911095.0,113.0,31459.0,369601.0,8866077.0,41358.0,3738.0,,2020-12-31,GA,9220.0,331467.0,,,,2020-01-01 00:00:00,,,,-15494637.0,,181.19,113.0,2020
ACADIA HOSPITAL (204006),Psychiatric,Voluntary Nonprofit-Other,,,,1.0,48572794.0,,,,,101759272.0,68.0,24254.0,663799.0,31490734.0,24888.0,1963.0,,2020-09-30,ME,3474.0,572065.0,,,,2019-10-01 00:00:00,,,,23896037.0,,489.0,68.0,2020
ACADIA SONORA BEHAVIORAL HOSPITAL (034022),Psychiatric,Proprietary-Corporation,,,,1.0,25614881.0,,,,,96379531.0,140.0,40527.0,324473.0,17460870.0,51240.0,4636.0,,2020-12-31,AZ,3026.0,326111.0,,,,2020-01-01 00:00:00,,,,-3147383.0,,236.6,140.0,2020
ACADIA ST LANDRY HOSPITAL (191319),General Short Term (Critical Access Hospitals),Governmental-Hospital District,,474785.0,0.871543,2.0,15915039.0,,,3118978.0,,18260758.0,15.0,3032.0,4103596.0,5423226.0,5475.0,85.0,846734.0,2021-06-30,LA,2955.0,2653271.0,,,,2020-07-01 00:00:00,,,,3273368.0,2620816.0,105.79,15.0,2020
ACADIA VERMILION HOSPITAL (194044),Psychiatric,Proprietary-Corporation,,,,1.0,13017661.0,,,,,56930567.0,78.0,25293.0,56091.0,7430833.0,28548.0,3278.0,,2020-12-31,LA,1119.0,56677.0,,,,2020-01-01 00:00:00,,,,8792812.0,,146.04,78.0,2020
ACADIAN MEDICAL CENTER (190318),General Short Term (Acute Care Hospitals),Proprietary-Corporation,830750.0,,0.134638,2.0,4767370.0,,943622.0,,,35408875.0,55.0,1185.0,347350.0,2221270.0,3975.0,325.0,,2020-09-30,LA,419.0,347349.0,6.0,,,2020-05-11 00:00:00,,,2221270.0,6981619.0,,,49.0,2020
ACCEL REHABILITATION HOSPITAL PLANO (673055),Rehabilitation,Proprietary-Corporation,,,,1.0,9306051.0,,,,,17489522.0,149.0,6703.0,109281.0,3280552.0,54534.0,508.0,,2020-12-31,TX,4896.0,110437.0,,,,2020-01-01 00:00:00,,,2939639.0,,,52.02,149.0,2020
ACCESS HOSPITAL DAYTON (364050),Psychiatric,Proprietary-Other,,,,1.0,5490041.0,,,,,15428885.0,36.0,6844.0,,3676888.0,13176.0,1175.0,,2020-12-31,OH,1394.0,,,,,2020-01-01 00:00:00,,,,2407828.0,,30.21,36.0,2020
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,,,,1.0,21843806.0,,,,,137689650.0,50.0,9052.0,12496.0,13229781.0,18250.0,240.0,,2021-08-31,NJ,8067.0,12496.0,,,,2020-09-01 00:00:00,,,,11731268.0,,113.75,50.0,2020
ACOMA CANONCITO LAGUNA HOSPITAL (320070),General Short Term (Acute Care Hospitals),Governmental- Federal,385973.0,,,2.0,19536972.0,,268178.0,,,145981.0,6.0,264.0,1414441.0,11118475.0,2196.0,112.0,,2020-09-30,NM,91.0,2589102.0,,,,2019-10-01 00:00:00,,,7070068.0,,,164.0,6.0,2020
ACUITY SPECIALTY HOSP OF NEW JERSEY (312023),General Long Term,Proprietary-Partnership,,,,1.0,19946350.0,,,,,135433264.0,30.0,8634.0,,8973845.0,10950.0,258.0,,2021-08-31,NJ,5459.0,,,,,2020-09-01 00:00:00,,,,2408660.0,,108.08,30.0,2020
ACUITY SPECIALTY HOSPITAL-OH VALLEY (512005),General Long Term,Proprietary-Partnership,,,,1.0,3097627.0,,,,,13033802.0,72.0,1907.0,,1445447.0,3456.0,66.0,,2020-08-31,WV,565.0,,,,,2020-07-15 00:00:00,,,,6120395.0,,156.86,72.0,2020
ACUITY SPECIALTY HOSPITAL-OH VALLEY (512005),General Long Term,Proprietary-Partnership,,,,1.0,23878099.0,,,,,97577104.0,72.0,14714.0,2236.0,10356575.0,26280.0,557.0,,2021-08-31,WV,7829.0,2235.0,,,,2020-09-01 00:00:00,,,,7770627.0,,279.13,72.0,2020
ADAIR COUNTY HEALTH CENTER (370178),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3062220.0,29779.0,0.673789,2.0,16741558.0,,2651634.0,,,24846867.0,30.0,3496.0,491402.0,9880593.0,10950.0,695.0,68783.0,2021-06-30,OK,2215.0,491527.0,,3813.0,61442.0,2020-07-01 00:00:00,,,5597760.0,192000.0,4915790.0,157.09,30.0,2020
ADAIR COUNTY MEMORIAL HOSPITAL (161310),General Short Term (Critical Access Hospitals),Governmental-County,,337892.0,0.806164,2.0,15109273.0,,,1499448.0,,18742173.0,25.0,379.0,3359775.0,5297896.0,9125.0,57.0,354803.0,2021-06-30,IA,311.0,3627461.0,,52030.0,,2020-07-01 00:00:00,,,,15201868.0,2417210.0,74.97,25.0,2020
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Governmental-County,,428571.0,0.341203,2.0,6421905.0,,,107123.0,,18821347.0,25.0,1071.0,794006.0,3283767.0,6825.0,174.0,1055690.0,2019-12-31,OH,711.0,665380.0,,65950.0,,2019-10-01 00:00:00,,,,4879460.0,4873704.0,173.39,25.0,2020
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Other,,1960735.0,0.295804,2.0,24752706.0,,,4273729.0,,83679517.0,25.0,3416.0,2881646.0,10171489.0,9150.0,590.0,6190725.0,2020-12-31,OH,2071.0,2297500.0,,87381.0,,2020-01-01 00:00:00,,,,36946551.0,22440743.0,194.58,25.0,2020
ADAMS MEMORIAL HOSPITAL (151330),General Short Term (Critical Access Hospitals),Governmental-County,,4732846.0,0.548744,1.0,56666253.0,,,4400126.0,,103265332.0,25.0,5491.0,4548931.0,31920231.0,9150.0,827.0,8639255.0,2020-12-31,IN,2411.0,5473058.0,4.0,57786.0,,2020-01-01 00:00:00,,,,43286572.0,15194592.0,478.25,21.0,2020
ADCARE HOSPITAL OF WORCESTER (220062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,20790415.0,929255.0,0.555264,1.0,37933750.0,,22018043.0,6484722.0,,68316643.0,114.0,34013.0,1240262.0,18810386.0,41724.0,5887.0,2345720.0,2020-09-30,MA,15918.0,1259668.0,,,,2019-10-01 00:00:00,,,18744305.0,10386427.0,24133724.0,340.12,114.0,2020
ADENA REGIONAL MEDICAL CENTER (360159),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,48480543.0,11417043.0,0.230719,2.0,320903051.0,,52426859.0,49745454.0,,1390880862.0,189.0,37582.0,31058342.0,105978033.0,69174.0,9711.0,20612579.0,2020-12-31,OH,12920.0,30129151.0,12.0,6392163.0,-2407.0,2020-01-01 00:00:00,56.4,369907.0,102099776.0,450554809.0,291114693.0,1692.34,177.0,2020
ADIRONDACK MEDICAL CENTER (330079),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,10012206.0,578093.0,0.388451,2.0,102092104.0,,9539268.0,8386035.0,,262818547.0,83.0,7234.0,9356545.0,58588347.0,30378.0,1871.0,1085666.0,2020-12-31,NY,2986.0,9213542.0,8.0,167510.0,74100.0,2020-01-01 00:00:00,,107208.0,42531029.0,66649641.0,37398365.0,645.84,75.0,2020
ADMIN DE SERVICIOS MEDICOS DE PR (400127),General Short Term (Acute Care Hospitals),Governmental-State,2466774.0,,0.842985,1.0,123490935.0,,3025493.0,,,146492518.0,69.0,20059.0,82979.0,60374255.0,25185.0,1461.0,,2021-06-30,PR,371.0,82979.0,69.0,,,2020-07-01 00:00:00,,,43172749.0,1197984027.0,,,,2020
ADV CARE HOSP OF SOUTHERN NEW MEXICO (322004),General Long Term,Proprietary-Corporation,,,,1.0,10169482.0,,,,,21732404.0,20.0,5702.0,2799.0,3883473.0,7300.0,244.0,,2021-02-28,NM,1770.0,2809.0,,,,2020-03-01 00:00:00,,,,154523718.0,,46.73,20.0,2020
ADVANCED CARE HOSPITAL OF MONTANA (272001),General Long Term,Proprietary-Corporation,,,,1.0,20531497.0,,,,,43587541.0,40.0,13556.0,689.0,10459709.0,14600.0,560.0,,2021-08-31,MT,6318.0,689.0,,,,2020-09-01 00:00:00,,,,319469577.0,,123.56,40.0,2020
ADVANCED CARE HOSPITAL OF WHITE CO. (042011),General Long Term,Proprietary-Other,,,,2.0,6048157.0,,,,,19554735.0,27.0,3858.0,,3197972.0,9882.0,197.0,,2020-09-30,AR,2357.0,,,,,2019-10-01 00:00:00,,,,3461649.0,,44.83,27.0,2020
ADVANCED SPECIALTY HOSP. OF TOLEDO (362038),General Long Term,Proprietary-Partnership,,,,1.0,11568047.0,,,,,32054847.0,40.0,7880.0,2872.0,4409799.0,14600.0,228.0,,2021-02-28,OH,2405.0,3057.0,,,,2020-03-01 00:00:00,1.0,,,168293.0,,56.77,40.0,2020
ADVANCED SURGICAL HOSPITAL (390323),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2149756.0,72167.0,0.264738,1.0,18283656.0,,2475844.0,75100.0,,69063339.0,14.0,1412.0,865172.0,4901506.0,5124.0,669.0,268103.0,2020-12-31,PA,385.0,871731.0,,1190.0,,2020-01-01 00:00:00,,,5356818.0,11612514.0,424594.0,87.96,14.0,2020
ADVENTHEALTH - NORTH PINELLAS (100055),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,14691734.0,8457575.0,0.198869,2.0,116700735.0,,16690248.0,3173229.0,,586822961.0,136.0,22951.0,5145144.0,42560451.0,49776.0,4853.0,5840464.0,2020-12-31,FL,6822.0,5095200.0,13.0,7205906.0,92243.0,2020-01-01 00:00:00,,,39862362.0,48560653.0,66155703.0,610.63,123.0,2020
ADVENTHEALTH CARROLLWOOD (100069),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,18563155.0,10258785.0,0.154991,1.0,156858361.0,,19811803.0,3921452.0,,1012049210.0,98.0,26000.0,5533061.0,48784719.0,35868.0,6179.0,3040266.0,2020-12-31,FL,5560.0,5404741.0,8.0,9668326.0,165845.0,2020-01-01 00:00:00,,,49452462.0,89647370.0,101289100.0,662.04,90.0,2020
ADVENTHEALTH CENTRAL TEXAS (450152),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,18027227.0,12859543.0,0.18054,1.0,100447775.0,,20515019.0,12015852.0,,556373285.0,208.0,27140.0,8351039.0,60524596.0,76128.0,6492.0,8949946.0,2020-09-30,TX,6551.0,8099697.0,10.0,11124648.0,-47121.0,2019-10-01 00:00:00,,,48580096.0,52179023.0,84687965.0,796.08,194.0,2020
ADVENTHEALTH CONNERTON (102026),General Long Term,Proprietary-Corporation,,,,1.0,36070860.0,,,,,162920018.0,77.0,22022.0,9393.0,17878231.0,28182.0,731.0,,2020-12-31,FL,8672.0,5035.0,10.0,,,2020-01-01 00:00:00,,,17205631.0,27125897.0,,254.0,67.0,2020
ADVENTHEALTH DADE CITY (100211),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,5217536.0,5127366.0,0.118313,1.0,51455233.0,,6007409.0,2761683.0,,434908669.0,75.0,9815.0,1237684.0,22301005.0,27450.0,2668.0,862567.0,2020-09-30,FL,2313.0,1232359.0,12.0,4974577.0,2349.0,2019-10-01 00:00:00,,,19573121.0,27126917.0,72258933.0,335.65,63.0,2020
ADVENTHEALTH DAYTONA BEACH (100068),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,60855842.0,15257032.0,0.163245,1.0,294284605.0,,67002075.0,9730897.0,,1802717040.0,330.0,82133.0,20630907.0,139321840.0,120780.0,16667.0,13846453.0,2020-12-31,FL,27400.0,20453104.0,62.0,12769159.0,248143.0,2020-01-01 00:00:00,,,125847374.0,186349467.0,159881156.0,2076.29,268.0,2020
ADVENTHEALTH DELAND (100045),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,20328146.0,11751560.0,0.165049,1.0,122184780.0,,23470521.0,7675895.0,,740295462.0,154.0,33559.0,5939749.0,71542707.0,56364.0,8182.0,12346917.0,2020-12-31,FL,9773.0,5795056.0,24.0,9561433.0,58228.0,2020-01-01 00:00:00,,,47492492.0,67593173.0,114328249.0,748.35,130.0,2020
ADVENTHEALTH DURAND (521307),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,401435.0,0.674872,2.0,13026494.0,,,509457.0,,19302163.0,25.0,765.0,2856349.0,6096961.0,9150.0,104.0,351177.0,2020-12-31,WI,631.0,3135134.0,,205155.0,,2020-01-01 00:00:00,,,,9472680.0,1477733.0,82.71,25.0,2020
ADVENTHEALTH FISH MEMORIAL (100072),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,26021732.0,12033217.0,0.16979,1.0,142856515.0,,29359288.0,5345197.0,,841371539.0,197.0,44185.0,6554862.0,70039717.0,72102.0,9142.0,12045073.0,2020-12-31,FL,13576.0,6453108.0,27.0,9814809.0,36432.0,2020-01-01 00:00:00,,,55088514.0,105023284.0,92188867.0,811.52,170.0,2020
ADVENTHEALTH HEART OF FLORIDA (100137),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,17747205.0,7375202.0,0.101336,1.0,173538039.0,,19911702.0,5948121.0,,1712506118.0,193.0,35938.0,6658291.0,54654306.0,70445.0,7848.0,3055257.0,2021-06-30,FL,7603.0,6393288.0,15.0,6977334.0,-11047.0,2020-07-01 00:00:00,,,54726482.0,32230728.0,236757407.0,705.83,178.0,2020
ADVENTHEALTH HENDERSONVILLE (340023),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,11327852.0,8047109.0,0.272197,1.0,150808509.0,,12338037.0,2552057.0,,554040902.0,73.0,12614.0,23034735.0,81961082.0,26718.0,3198.0,8081217.0,2020-12-31,NC,3792.0,22858365.0,14.0,5800302.0,95174.0,2020-01-01 00:00:00,,,47232056.0,87017786.0,36969666.0,958.74,59.0,2020
ADVENTHEALTH LAKE WALES (100099),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,7780458.0,5032338.0,0.139338,1.0,71142820.0,,8828157.0,2635976.0,,510577084.0,93.0,15649.0,2077113.0,27854781.0,33945.0,3315.0,1718816.0,2021-06-30,FL,4379.0,1980697.0,8.0,4716220.0,-25148.0,2020-07-01 00:00:00,,,23291809.0,11544205.0,75363923.0,318.39,85.0,2020
ADVENTHEALTH MANCHESTER (180043),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,3861891.0,1128992.0,0.274111,2.0,52137056.0,,3435745.0,10336194.0,,190204358.0,49.0,5445.0,2152367.0,29025968.0,17934.0,1437.0,1786665.0,2020-09-30,KY,1501.0,1987970.0,6.0,623024.0,47148.0,2019-10-01 00:00:00,,,17169900.0,24132268.0,68293008.0,341.17,43.0,2020
ADVENTHEALTH NEW SMYRNA BEACH (100014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,13035122.0,6073458.0,0.243893,1.0,110570385.0,,16406398.0,2154693.0,,453356064.0,109.0,21698.0,9236772.0,53131545.0,39894.0,5031.0,4597697.0,2020-12-31,FL,7029.0,9264791.0,14.0,4916309.0,45281.0,2020-01-01 00:00:00,,,35149703.0,31630543.0,33544730.0,545.05,95.0,2020
ADVENTHEALTH OCALA (100062),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,50039561.0,17608911.0,0.120749,1.0,281521873.0,,57282991.0,15759840.0,,2331462905.0,414.0,81706.0,18683927.0,107280546.0,154923.0,16572.0,10496417.0,2020-09-30,FL,22609.0,18676468.0,56.0,16105380.0,-463847.0,2019-10-01 00:00:00,,,106438653.0,171639949.0,308604385.0,1541.08,358.0,2020
ADVENTHEALTH ORLANDO (100007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,434243758.0,198358131.0,0.156113,2.0,3214910659.0,,481234237.0,202083893.0,,20593423698.0,2812.0,681284.0,118520953.0,1323532244.0,1029192.0,123129.0,151977077.0,2020-12-31,FL,166055.0,118700413.0,414.0,172896207.0,2438593.0,2020-01-01 00:00:00,174.38,,1207140719.0,1626173014.0,2648021736.0,19457.0,2293.0,2020
ADVENTHEALTH OTTAWA (170014),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,7449280.0,2401210.0,0.253312,2.0,42124069.0,,6198560.0,1751977.0,,166293279.0,44.0,3462.0,5205509.0,22395742.0,16104.0,1272.0,2666912.0,2020-09-30,KS,1722.0,5257706.0,8.0,1719086.0,31706.0,2019-10-01 00:00:00,,,16287732.0,29675576.0,13740189.0,290.63,36.0,2020
ADVENTHEALTH PALM COAST (100118),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,37761144.0,7886070.0,0.187018,1.0,152715358.0,,41745274.0,7684297.0,,816580044.0,99.0,35893.0,10732347.0,57828766.0,36234.0,7846.0,8309238.0,2020-12-31,FL,14427.0,10628065.0,18.0,6260709.0,-27691.0,2020-01-01 00:00:00,,,46708093.0,84246962.0,58108128.0,748.9,81.0,2020
ADVENTHEALTH ROLLINS BROOK (451323),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,2308661.0,0.309919,1.0,16136106.0,,,912279.0,,52065609.0,25.0,2895.0,1016035.0,5095253.0,9150.0,264.0,1838555.0,2020-09-30,TX,1319.0,1188204.0,,1729307.0,,2019-10-01 00:00:00,,,,-785093.0,4816061.0,85.8,25.0,2020
ADVENTHEALTH SEBRING (100109),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,38361656.0,10200276.0,0.160345,2.0,196421112.0,,42748719.0,9631817.0,,1224987571.0,180.0,50656.0,18441312.0,108469806.0,65880.0,11167.0,10535824.0,2020-12-31,FL,19195.0,18035695.0,22.0,8221064.0,13577.0,2020-01-01 00:00:00,,,76400851.0,80943217.0,141199234.0,1302.05,158.0,2020
ADVENTHEALTH SHAWNEE MISSION (170104),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,46110929.0,22157661.0,0.154102,1.0,352295276.0,,52148467.0,19232221.0,,2286119852.0,343.0,73630.0,30128021.0,207606341.0,125538.0,16745.0,24378411.0,2020-12-31,KS,18207.0,30064764.0,64.0,18170684.0,46202.0,2020-01-01 00:00:00,0.95,,136185891.0,278577769.0,177104798.0,2522.06,279.0,2020
ADVENTHEALTH TAMPA (100173),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,59254648.0,34400987.0,0.137946,2.0,426497133.0,,66155971.0,23289948.0,,3091757706.0,506.0,115226.0,15437832.0,184100602.0,185196.0,21337.0,27210205.0,2020-12-31,FL,26717.0,15149739.0,86.0,30152333.0,-217737.0,2020-01-01 00:00:00,4.74,,168791015.0,361464012.0,445824983.0,2604.69,420.0,2020
ADVENTHEALTH WATERMAN (100057),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,50058007.0,15012218.0,0.167466,2.0,234394896.0,,56486437.0,12646189.0,,1399657379.0,268.0,58659.0,16873057.0,100586253.0,98088.0,12989.0,6252648.0,2020-12-31,FL,22361.0,16846009.0,,13756038.0,187261.0,2020-01-01 00:00:00,,,87682507.0,123265560.0,168767478.0,1498.0,228.0,2020
ADVENTHEALTH WAUCHULA (101300),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,2801843.0,0.225699,2.0,26048255.0,,,1590461.0,,115411591.0,25.0,8351.0,-271681.0,10339717.0,9150.0,10.0,3077003.0,2020-12-31,FL,5477.0,-366566.0,,2013766.0,,2020-01-01 00:00:00,,,,41280237.0,21673471.0,106.2,25.0,2020
ADVENTHEALTH ZEPHYRHILLS (100046),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,23926253.0,10505925.0,0.140363,2.0,151545006.0,,26793769.0,7375789.0,,1079663283.0,149.0,37932.0,8729077.0,69013380.0,54534.0,9161.0,8792918.0,2020-12-31,FL,9854.0,8631471.0,14.0,9121376.0,97767.0,2020-01-01 00:00:00,,,58473315.0,88172818.0,137928905.0,848.0,135.0,2020
ADVENTIST BOLINGBROOK HOSPITAL (140304),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,14685093.0,6989511.0,0.238817,1.0,158092005.0,,16167009.0,15074731.0,,661980469.0,110.0,21501.0,7476118.0,41614729.0,40260.0,5159.0,6507814.0,2020-12-31,IL,6172.0,7361579.0,12.0,5369636.0,32480.0,2020-01-01 00:00:00,,,40808627.0,123884510.0,109827826.0,771.52,98.0,2020
ADVENTIST GLENOAKS HOSPITAL (140292),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,13482471.0,4106788.0,0.261532,1.0,73776709.0,,14360450.0,28286630.0,,282094191.0,122.0,23126.0,2667131.0,34875283.0,44652.0,4636.0,4147413.0,2020-12-31,IL,6708.0,2599382.0,10.0,2976924.0,-14571.0,2020-01-01 00:00:00,,,30054782.0,39936732.0,83690819.0,402.94,112.0,2020
ADVENTIST HEALTH AND RIDEOUT (050133),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,85606026.0,10272662.0,0.244542,2.0,385992401.0,,80852422.0,61603783.0,,1578428490.0,209.0,59206.0,31289181.0,149390195.0,76494.0,11365.0,15758581.0,2020-12-31,CA,27329.0,30862936.0,30.0,6382163.0,-366712.0,2020-01-01 00:00:00,,802788.0,153746698.0,230440170.0,477240979.0,1256.81,179.0,2020
