Hospital,Hospital type,Control type,IPPS Interim payment,Cost of Uncompensated Care,Cost To Charge Ratio,Urban (1) and Rural (2) Indicator,Total Costs,REIMBURSEMENT SETTLEMENT: Payment to cost ratio,IPPS Payment amount (unadjusted),Net Revenue from Medicaid,"Donations, Land Improvements",Total Charges,NUMBER OF BEDS: Total Hospital,Total Days,REIMBURSEMENT SETTLEMENT: Interim payments,Total Salaries,BED DAYS: Total Hospital,Total discharges,Total Bad Debt expense,Fiscal Year End Date,State,Total Days Title XVIII,REIMBURSEMENT SETTLEMENT: Subtotal,NUMBER OF BEDS: ICU,Total cost of charity care,HVBP payment adjustment amount,Fiscal Year Begin Date,FTE Employees on Payroll,HAC reduction adjustment amount,"ADJUSTED SALARIES, Subtotal Salaries",Total Liabilities,Medicaid charges,Number of Interns & Residents,NUMBER OF BEDS: Adults & Pediatrics,Beginning FFY
ACCEL REHABILITATION HOSPITAL PLANO (673055),Rehabilitation,Proprietary-Corporation,,,,1.0,7774944.0,,,,,15394360.0,149.0,5723.0,204379.0,2878246.0,54385.0,408.0,,2017-12-31,TX,4467.0,208551.0,,,,2017-01-01 00:00:00,,,2524983.0,5829780.0,,62.01,149.0,2017
ACCESS HOSPITAL DAYTON (364050),Psychiatric,Proprietary-Other,,,,1.0,6355439.0,,,,,25877388.0,52.0,12150.0,,3971836.0,18980.0,266.0,,2017-12-31,OH,4414.0,,,,,2017-01-01 00:00:00,,,,5526460.0,,84.67,52.0,2017
ACHS CENTRAL JERSEY (312017),General Long Term,Proprietary-Corporation,,,,1.0,21369343.0,,,,,140029501.0,50.0,11290.0,1945.0,12845874.0,18250.0,328.0,,2018-08-31,NJ,9410.0,1985.0,,,,2017-09-01 00:00:00,,,,17842936.0,,120.62,50.0,2017
ACOMA CANONCITO LAGUNA HOSPITAL (320070),General Short Term (Acute Care Hospitals),Governmental- Federal,10331.0,,,2.0,12270920.0,,8916.0,,,161644.0,6.0,21.0,1662733.0,9274461.0,2190.0,5.0,,2017-09-30,NM,6.0,1814646.0,,,,2016-10-01 00:00:00,,,6145431.0,,,224.0,6.0,2017
ACUITY HOSPITAL OF SOUTH TEXAS (452040),General Long Term,Proprietary-Partnership,,,,1.0,10249755.0,,,,,26447632.0,30.0,3809.0,301.0,4556881.0,8370.0,163.0,,2018-06-06,TX,2500.0,307.0,,,,2017-09-01 00:00:00,,,,12629414.0,,72.59,30.0,2017
ACUITY SPECIALTY HOSP OF NEW JERSEY (312023),General Long Term,Proprietary-Partnership,,,,1.0,18966514.0,,,,,131225450.0,30.0,8983.0,11095.0,8657089.0,10950.0,328.0,,2018-08-31,NJ,7191.0,8228.0,,,,2017-09-01 00:00:00,,,,3515281.0,,105.46,30.0,2017
ACUITY SPECIALTY HOSPITAL (362035),General Long Term,Proprietary-Partnership,,,,1.0,22831628.0,,,,,96762052.0,72.0,14644.0,1789.0,10709601.0,26280.0,534.0,,2018-08-31,OH,9232.0,1749.0,,,,2017-09-01 00:00:00,,,,17541938.0,,150.34,72.0,2017
ACUTE CARE SPECIALTY HOSPITAL (362032),General Long Term,Voluntary Nonprofit-Other,,,,1.0,5888805.0,,,,,12682867.0,30.0,4341.0,84.0,2852351.0,10950.0,158.0,,2017-09-30,OH,1688.0,86.0,,,,2016-10-01 00:00:00,,,,345393.0,,44.11,30.0,2017
ADAIR COUNTY HEALTH CENTER (370178),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,3959314.0,578321.0,0.501588,2.0,14297573.0,,4000671.0,,,28504626.0,30.0,5275.0,653240.0,11144782.0,10950.0,1279.0,902869.0,2018-06-30,OK,3553.0,669883.0,,143587.0,53135.0,2017-07-01 00:00:00,,,6007072.0,908244.0,7931206.0,175.11,30.0,2017
ADAIR COUNTY MEMORIAL HOSPITAL (161310),Critical Access Hospitals,Governmental-County,,331607.0,0.877546,2.0,12535458.0,,,1155485.0,,14284669.0,25.0,349.0,2463261.0,4789905.0,9125.0,50.0,339621.0,2018-06-30,IA,281.0,2594511.0,,33574.0,,2017-07-01 00:00:00,,,,14160639.0,1740472.0,67.18,25.0,2017
ADAMS COUNTY REGIONAL MEDICAL CENTER (361326),General Short Term (Critical Access Hospitals),Governmental-County,,1808752.0,0.326697,2.0,23433041.0,,,3630588.0,,71727089.0,25.0,4435.0,3604260.0,8867235.0,9125.0,783.0,4409373.0,2017-12-31,OH,2950.0,2889514.0,,333129.0,,2017-01-01 00:00:00,,,,44652158.0,18666247.0,190.99,25.0,2017
ADAMS MEMORIAL HOSPITAL (151330),General Short Term (Critical Access Hospitals),Governmental-County,,2132139.0,0.474975,1.0,43723383.0,,,2546676.0,,92054114.0,25.0,6013.0,4214356.0,25668469.0,9125.0,1073.0,4292572.0,2017-12-31,IN,2446.0,4460186.0,4.0,112172.0,,2017-01-01 00:00:00,,,,48610396.0,9801605.0,353.09,21.0,2017
ADCARE HOSPITAL OF WORCESTER (220062),General Short Term (Acute Care Hospitals),Proprietary-Corporation,19957948.0,1477638.0,0.422211,1.0,30313116.0,,20965435.0,7807350.0,,71796127.0,114.0,38293.0,1588358.0,17498559.0,41610.0,6045.0,3820625.0,2017-09-30,MA,18207.0,1621532.0,,,486643.0,2016-10-01 00:00:00,,,17917931.0,4449921.0,25102924.0,345.43,114.0,2017
ADENA REGIONAL MEDICAL CENTER (360159),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,39804279.0,17572260.0,0.232858,2.0,262362512.0,,44625685.0,39633199.0,,1126705896.0,189.0,38370.0,35403848.0,86164414.0,68985.0,10178.0,42537772.0,2017-12-31,OH,14532.0,35344487.0,12.0,7266829.0,-78799.0,2017-01-01 00:00:00,40.23,,88508893.0,-38921100.0,246732109.0,1561.06,177.0,2017
ADIRONDACK MEDICAL CENTER (330079),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,9798781.0,1622274.0,0.402603,2.0,90719709.0,,9340204.0,10190147.0,,225333029.0,83.0,8103.0,8699433.0,47533856.0,30295.0,2134.0,3319584.0,2017-12-31,NY,3436.0,8635086.0,8.0,309618.0,68600.0,2017-01-01 00:00:00,,27683.0,42859333.0,53434186.0,36128766.0,578.9,75.0,2017
ADMIN DE SERVICIOS MEDICOS DE PR (400127),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,793035.0,,0.899134,1.0,161301805.0,,1875109.0,,,179396759.0,78.0,23747.0,112350.0,70073405.0,28470.0,1826.0,,2018-06-30,PR,286.0,114644.0,78.0,,,2017-07-01 00:00:00,,,47296442.0,610245223.0,,1233.87,,2017
ADV CARE HOSP OF SOUTHERN NEW MEXICO (322004),General Long Term,Proprietary-Corporation,,,,1.0,7706219.0,,,,,17168224.0,20.0,5208.0,86.0,3453602.0,7300.0,207.0,,2018-02-28,NM,2299.0,88.0,,,,2017-03-01 00:00:00,,,,104572576.0,,43.88,20.0,2017
ADVANCED CARE HOSPITAL OF MONTANA (272001),General Long Term,Proprietary-Corporation,,,,1.0,16334322.0,,,,,32846839.0,40.0,10871.0,344.0,8494068.0,14600.0,439.0,,2018-08-31,MT,6377.0,351.0,,,,2017-09-01 00:00:00,,,,222959829.0,,120.55,40.0,2017
ADVANCED CARE HOSPITAL OF WHITE CO. (042011),General Long Term,Proprietary-Other,,,,2.0,6574073.0,,,,,22030071.0,27.0,4672.0,,3102476.0,9855.0,166.0,,2017-09-30,AR,3338.0,,,,,2016-10-01 00:00:00,,,,734638.0,,56.31,27.0,2017
ADVANCED SPECIALTY HOSP. OF TOLEDO (362038),General Long Term,Proprietary-Partnership,,,,1.0,12452856.0,,,,,33855875.0,40.0,8052.0,3469.0,4345074.0,14600.0,340.0,,2018-02-28,OH,3119.0,3651.0,,,,2017-03-01 00:00:00,1.33,,,-724279.0,,68.45,40.0,2017
ADVANCED SURGICAL HOSPITAL (390323),General Short Term (Acute Care Hospitals),Proprietary-Partnership,2275035.0,25113.0,0.260044,1.0,18763077.0,,2618886.0,31308.0,,72153545.0,14.0,1583.0,662362.0,4704219.0,5110.0,811.0,96574.0,2017-12-31,PA,438.0,675966.0,,,23641.0,2017-01-01 00:00:00,,,4985503.0,1552136.0,392559.0,86.73,14.0,2017
ADVENTHEALTH ORLANDO (100007),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,435503573.0,156674794.0,0.150171,1.0,2558991976.0,,482412589.0,253542476.0,,17040476010.0,2626.0,684510.0,122230257.0,1130355321.0,958490.0,127401.0,212700737.0,2017-12-31,FL,193322.0,124464777.0,344.0,123908573.0,1861513.0,2017-01-01 00:00:00,156.41,,1031849533.0,1242402978.0,2461305786.0,18010.0,2155.0,2017
ADVENTHEALTH TAMPA (100173),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,57638765.0,31575283.0,0.135602,1.0,388209527.0,,64887059.0,32928626.0,,2862863122.0,506.0,120806.0,14993524.0,167202283.0,182331.0,22271.0,31226747.0,2017-12-31,FL,31511.0,15111497.0,100.0,26911841.0,-229463.0,2017-01-01 00:00:00,6.73,,158863793.0,210313400.0,461808411.0,2553.33,406.0,2017
ADVENTIST BEHAVIORAL HEALTH (214013),Psychiatric,Voluntary Nonprofit-Church,4175789.0,,,1.0,31091754.0,,100.0,,,42894507.0,117.0,32155.0,103862.0,26452333.0,42705.0,4568.0,,2017-12-31,MD,6068.0,105981.0,,,,2017-01-01 00:00:00,0.93,,,12442903.0,,330.37,117.0,2017
ADVENTIST BOLINGBROOK HOSPITAL (140304),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,15637673.0,3316524.0,0.21621,1.0,111698092.0,,17514031.0,12387260.0,,516617362.0,114.0,22702.0,8769425.0,39564459.0,41610.0,6044.0,8160270.0,2017-12-31,IL,7286.0,8743823.0,12.0,1486297.0,-193.0,2017-01-01 00:00:00,,,39580462.0,102180075.0,106341552.0,744.09,102.0,2017
ADVENTIST GLENOAKS HOSPITAL (140292),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,13047564.0,2919008.0,0.27287,1.0,71109860.0,,14430337.0,25355983.0,,260599994.0,127.0,25301.0,2543844.0,36868002.0,46355.0,5338.0,3601153.0,2017-12-31,IL,7830.0,2478933.0,10.0,1903376.0,-6754.0,2017-01-01 00:00:00,,,32070829.0,40022008.0,86125551.0,667.26,117.0,2017
ADVENTIST HEALTH BAKERSFIELD (050455),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,48903915.0,7402314.0,0.166807,1.0,317834158.0,,53597019.0,64317460.0,,1905397771.0,254.0,72755.0,19226887.0,126766452.0,92710.0,17972.0,10230264.0,2017-12-31,CA,17303.0,18906096.0,39.0,5312257.0,-218352.0,2017-01-01 00:00:00,,,129456697.0,147467865.0,485442866.0,1564.82,211.0,2017
ADVENTIST HEALTH CASTLE (120006),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,21657865.0,2674752.0,0.275236,1.0,128829109.0,,23640597.0,19230449.0,,468068213.0,160.0,34053.0,6166024.0,62778009.0,58400.0,7663.0,3257147.0,2017-12-31,HI,7801.0,6246269.0,8.0,1769110.0,268687.0,2017-01-01 00:00:00,,,61087673.0,94574312.0,93576182.0,729.34,152.0,2017
ADVENTIST HEALTH CLEARLAKE (051317),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,7983581.0,0.393937,2.0,96645869.0,,,22246827.0,,245333413.0,25.0,6062.0,5928911.0,31798969.0,9125.0,1430.0,5540427.0,2017-12-31,CA,3271.0,4839592.0,4.0,5921856.0,,2017-01-01 00:00:00,,,,66148378.0,103141038.0,253.19,21.0,2017
ADVENTIST HEALTH GLENDALE (050239),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,108174586.0,10588309.0,0.150943,1.0,353605701.0,,110233514.0,62070182.0,,2342640960.0,323.0,78637.0,16495622.0,157809248.0,117895.0,18815.0,9096917.0,2017-12-31,CA,34024.0,16521560.0,,8624804.0,318711.0,2017-01-01 00:00:00,21.96,,157056349.0,248563212.0,637804074.0,1708.36,277.0,2017
ADVENTIST HEALTH HANFORD (050121),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,37260066.0,13242514.0,0.222342,1.0,240731078.0,,42894008.0,82351339.0,,1082705423.0,230.0,48559.0,11937105.0,97940725.0,83950.0,11101.0,10116686.0,2017-12-31,CA,17882.0,11594986.0,22.0,10785753.0,-36491.0,2017-01-01 00:00:00,3.29,424687.0,101517917.0,280002274.0,428583359.0,1262.89,208.0,2017
ADVENTIST HEALTH LODI MEMORIAL (050336),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,39131211.0,5711663.0,0.133529,1.0,180784928.0,,43507629.0,33448454.0,,1353900929.0,182.0,34230.0,12132070.0,80888881.0,66430.0,8895.0,4824899.0,2017-12-31,CA,15217.0,12083271.0,10.0,4761312.0,38854.0,2017-01-01 00:00:00,,433153.0,79093493.0,174201962.0,444585389.0,959.54,172.0,2017
ADVENTIST HEALTH REEDLEY (050192),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,1858149.0,10869281.0,0.605811,2.0,175860163.0,,2072455.0,113482130.0,,290289044.0,49.0,6135.0,1658145.0,50576965.0,17885.0,1859.0,2448499.0,2017-12-31,CA,767.0,1591324.0,,9492270.0,5054.0,2017-01-01 00:00:00,7.97,,23846680.0,45295532.0,194739970.0,253.66,49.0,2017
ADVENTIST HEALTH SIMI VALLEY (050236),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Other,27456463.0,6601384.0,0.202763,1.0,129796797.0,,30775982.0,13881012.0,,640139328.0,144.0,27675.0,4444012.0,56069777.0,52560.0,6999.0,5697465.0,2017-12-31,CA,12326.0,4521813.0,24.0,5368890.0,49396.0,2017-01-01 00:00:00,,229386.0,59330875.0,138446195.0,127025737.0,569.86,112.0,2017
ADVENTIST HEALTH SONORA (050335),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,33714282.0,6782571.0,0.220765,2.0,209156085.0,,36313790.0,35855803.0,,947416193.0,84.0,19235.0,37081482.0,82405042.0,30660.0,4515.0,4340348.0,2017-12-31,CA,10818.0,37419014.0,6.0,5709434.0,178536.0,2017-01-01 00:00:00,,,70642434.0,108858097.0,188837969.0,900.96,78.0,2017
ADVENTIST HEALTH WHITE MEMORIAL (050103),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,46993086.0,9640099.0,0.132881,1.0,299401204.0,,52129051.0,103651364.0,,2253151885.0,302.0,82346.0,7738133.0,133283002.0,110230.0,18914.0,6469723.0,2017-12-31,CA,12587.0,7634604.0,34.0,8590762.0,7300.0,2017-01-01 00:00:00,66.38,367841.0,134308407.0,141265826.0,1176619186.0,1428.8,235.0,2017
ADVENTIST HINSDALE HOSPITAL (140122),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,38818332.0,3672376.0,0.255022,1.0,263120861.0,,43154947.0,8184553.0,,1031758163.0,244.0,49743.0,14668337.0,98947996.0,89060.0,11065.0,8346572.0,2017-12-31,IL,16175.0,14801932.0,58.0,1502002.0,391359.0,2017-01-01 00:00:00,26.27,,89844717.0,196409155.0,79605448.0,1868.12,186.0,2017
ADVENTIST LAGRANGE MEMORIAL HOSPITAL (140065),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,34733771.0,3522202.0,0.234246,1.0,137652378.0,,38778907.0,8776635.0,,587639251.0,160.0,34487.0,11362097.0,58707243.0,58400.0,7976.0,5219900.0,2017-12-31,IL,17208.0,11518231.0,27.0,2247752.0,342766.0,2017-01-01 00:00:00,19.06,,57298755.0,150484587.0,56748943.0,1035.74,133.0,2017
ADVENTIST MEDICAL CENTER-PORTLAND (380060),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,25827374.0,8897100.0,0.275657,1.0,210936231.0,,27897841.0,36208854.0,,765212143.0,168.0,30343.0,9743361.0,123099955.0,61320.0,9345.0,8588701.0,2017-12-31,OR,7166.0,9792198.0,12.0,6475687.0,197687.0,2017-01-01 00:00:00,,,84832443.0,117034662.0,171285529.0,1348.88,156.0,2017
ADVENTIST REHAB. HOSPT. OF MD (213029),Rehabilitation,Voluntary Nonprofit-Church,,,,1.0,40962359.0,,,,,72246512.0,87.0,26028.0,1026.0,28307040.0,31755.0,1934.0,,2017-12-31,MD,15581.0,1047.0,,,,2017-01-01 00:00:00,,,,8193220.0,,369.45,87.0,2017
ADVOCATE BROMENN MEDICAL CENTER (140127),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,23870381.0,2801377.0,0.282184,1.0,126815721.0,,26589311.0,15882528.0,,449408220.0,206.0,31632.0,8232743.0,57646387.0,75190.0,7902.0,1846854.0,2017-12-31,IL,10438.0,8188125.0,30.0,2224150.0,131806.0,2017-01-01 00:00:00,12.57,,54457922.0,3586289000.0,75000343.0,899.08,176.0,2017
ADVOCATE CHRIST HOSPITAL (140208),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,196501079.0,21174408.0,0.262755,1.0,935280223.0,,217850045.0,191061840.0,,3559513663.0,695.0,223581.0,34942431.0,363857168.0,253675.0,41603.0,41329902.0,2017-12-31,IL,60430.0,35699775.0,181.0,9941652.0,-371363.0,2017-01-01 00:00:00,234.71,,336190028.0,3586289000.0,806249079.0,5029.0,514.0,2017
ADVOCATE EUREKA HOSPITAL (141309),General Short Term (Critical Access Hospitals),Voluntary Nonprofit-Church,,184709.0,0.520384,1.0,13406083.0,,,1600207.0,,25761916.0,25.0,1338.0,2206921.0,6075123.0,9125.0,142.0,141854.0,2017-12-31,IL,899.0,2284697.0,,134929.0,,2017-01-01 00:00:00,,,,3586289000.0,3465232.0,84.91,25.0,2017
ADVOCATE GOOD SAMARITAN HOSPITAL (140288),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,55966855.0,8343490.0,0.240796,1.0,310529372.0,,62408555.0,20109620.0,,1289596461.0,284.0,70511.0,19233260.0,122086314.0,103660.0,15870.0,15478060.0,2017-12-31,IL,25058.0,19232964.0,55.0,4507593.0,204574.0,2017-01-01 00:00:00,,,120140997.0,3586289000.0,155485502.0,1572.0,229.0,2017
ADVOCATE LUTHERAN GENERAL HOSPITAL (140223),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,121487854.0,17229052.0,0.250633,1.0,579307443.0,,134067714.0,47903323.0,,2311375033.0,528.0,140833.0,33343280.0,251088649.0,192720.0,27112.0,23178729.0,2017-12-31,IL,43328.0,34189457.0,29.0,11205742.0,-85910.0,2017-01-01 00:00:00,213.63,,222228656.0,3586289000.0,373095704.0,3276.9,413.0,2017
ADVOCATE NORTHSIDE HEALTH SYSTEM (140182),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,44471605.0,12149917.0,0.226977,1.0,326460996.0,,48076128.0,92977726.0,,1438300699.0,252.0,53163.0,17299433.0,151307572.0,92232.0,12526.0,22240155.0,2017-12-31,IL,10065.0,17338236.0,74.0,6868351.0,-17869.0,2017-01-01 00:00:00,182.53,,126480590.0,82856000.0,263837999.0,1963.8,136.0,2017
ADVOCATE SHERMAN HOSPITAL (140030),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,50160010.0,10871595.0,0.198027,1.0,265378950.0,,55650478.0,32799016.0,,1340115902.0,255.0,61376.0,24921409.0,99945516.0,93075.0,15838.0,31520641.0,2017-12-31,IL,23987.0,24951095.0,30.0,4335881.0,390350.0,2017-01-01 00:00:00,,,100093607.0,327915000.0,187461237.0,1343.0,225.0,2017
ADVOCATE TRINITY HOSPITAL (140048),General Short Term (Acute Care Hospitals),Voluntary Nonprofit-Church,20062228.0,6288725.0,0.265919,1.0,134010535.0,,22660287.0,37208875.0,,503952767.0,203.0,30502.0,5546480.0,54129065.0,74095.0,7532.0,15020523.0,2017-12-31,IL,8539.0,5303284.0,24.0,2152669.0,-15010.0,2017-01-01 00:00:00,,170297.0,55125693.0,3586289000.0,151413883.0,793.0,179.0,2017
