PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010039,01-JUL-17,30-JUN-18,Amended,HUNTSVILLE HOSPITAL                     ,101 SIVLEY ROAD                         ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,4961621,,,3660729,,,.107,1657892,722922,844,308060,84587,49378,247347,59.74,6683.48,,15170,10049,49243,,,,221,,1551,
010040,01-OCT-16,30-SEP-17,Amended,GADSDEN REGIONAL MEDICAL CENTER         ,1007 GOODYEAR AVENUE                    ,,GADSDEN                                 ,AL                                      ,35903                                   ,ETOWAH                                  ,,,,1150895,,,.128,,,225,82125,24847,11731,66921,,1057.17,,4481,2166,13565,,,,7,,312,
010044,01-OCT-16,30-SEP-17,Settled,MARION REGIONAL MEDICAL CENTER          ,1256 MILITARY ST SOUTH                  ,,HAMILTON                                ,AL                                      ,35570-                                  ,MARION                                  ,,,,1030,15462,,.0252,,,36,13140,3114,144,4363,,117.03,,379,48,662,,,,,,,
010045,01-OCT-16,30-SEP-17,As Submitted,FAYETTE MEDICAL CENTER                  ,1653 TEMPLE AVENUE NORTH                ,,FAYETTE                                 ,AL                                      ,35555-                                  ,FAYETTE                                 ,,,,48354,,,.0958,,,42,15330,2997,296,4092,,171.1,,384,90,700,,,,,,,
010046,01-JAN-17,31-DEC-17,As Submitted,RIVERVIEW REGIONAL MEDICAL CENTER       ,600 SOUTH 3RD STREET                    ,,GADSDEN                                 ,AL                                      ,35901                                   ,ETOWAH                                  ,,,,423007,,,.0793,,,256,93440,12362,3401,26838,,549.06,,2956,919,7087,1,,,3,,225,
010047,01-JAN-17,31-DEC-17,As Submitted,GEORGIANA HOSPITAL                      ,515 MIRANDA STREET                      ,,GEORGIANA                               ,AL                                      ,36033                                   ,BUTLER                                  ,,,,18906,,,.0647,,,22,8030,939,160,1391,,35.73,,304,67,458,,,,,,,
010049,01-JAN-17,31-DEC-17,As Submitted,MEDICAL CENTER ENTERPRISE               ,400 NORTH EDWARDS STREET                ,,ENTERPRISE                              ,AL                                      ,36330-                                  ,COFFEE                                  ,,,,170857,,,.12,,,99,36135,2973,3216,9592,,328.15,,981,933,3420,,,,,,,
010051,01-OCT-16,30-SEP-17,As Submitted,GREENE COUNTY HOSPITAL                  ,509 WILSON AVENUE                       ,,EUTAW                                   ,AL                                      ,35462                                   ,GREENE                                  ,,,,10541,,,.12,,,20,7300,247,98,654,,75.43,,77,33,164,,,,,,,
010052,01-JAN-17,31-DEC-17,As Submitted,LAKE MARTIN COMMUNITY HOSPITAL          ,1231 SOUTH STREET                       ,,DADEVILLE                               ,AL                                      ,36853                                   ,TALLAPOOSA                              ,,,,40630,,,.1166,,,46,16790,941,216,1586,,68.54,,333,84,593,,,,,,,
010055,01-OCT-16,30-SEP-17,As Submitted,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,827887,,,.0817,,,229,83585,23640,6220,53459,,1064.58,,4902,1372,11831,,,,,,,
010056,01-JUL-17,30-JUN-18,Amended,ST VINCENTS BIRMINGHAM                  ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,69393,,,483119,,,.0418,26132,12177,409,149285,25957,11607,110194,,1732.09,,4868,1552,20846,,,,,,,
010058,01-OCT-16,30-SEP-17,As Submitted,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,18795,,,.12,,,25,9125,2132,211,3635,,123.81,,138,47,343,,,,,,,
010059,01-OCT-16,30-SEP-17,As Submitted,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,37005,,,.1001,,,43,15695,1996,185,2846,,112.41,,316,62,641,,,,,,,
010061,01-OCT-16,30-SEP-17,As Submitted,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,206728,,,.12,,,168,61320,4938,2702,10588,,366.6,,1215,910,2914,,,,,,,
010062,01-OCT-16,30-SEP-17,As Submitted,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,58478,,,.0946,,,73,26645,2366,387,3982,,166.37,,514,109,894,9,,,29,,285,
010065,01-JAN-17,31-DEC-17,Amended,RUSSELL MEDICAL CENTER                  ,C                                       ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,267535,,,.1297,,,44,16060,4512,2459,11263,,429.63,,1246,574,2816,,,,,,,
010069,01-OCT-16,30-SEP-17,As Submitted,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,63336,,,.1113,,,30,10950,2576,503,4577,,138.09,,469,117,1003,,,,,,328,
010073,01-OCT-16,30-SEP-17,As Submitted,CLAY COUNTY HOSPITAL                    ,83825 HIGHWAY 9                         ,1270                                    ,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,174664,,,.286,,,46,16790,2835,1115,4811,,165.52,,510,245,966,,,,,,,
010078,01-JUL-17,30-SEP-17,Amended,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,310360,,,.1651,,,250,23000,5812,3617,14799,,1431.03,,1004,1105,3005,,,,,,252,
010079,01-JUL-17,30-JUN-18,As Submitted,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,339201,,,.118,,,66,24090,6537,2795,15145,,501.48,,1554,1022,4413,,,,,,,
010083,01-OCT-16,30-SEP-17,As Submitted,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,,,,223930,,,.0634,,,112,40880,9340,4118,27467,,619.8,,2163,991,6926,,,,,,,
010085,01-APR-17,31-MAR-18,As Submitted,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,498988,,,.0776,,,185,67525,20919,5785,42364,,1087.03,,3890,1982,9483,,,,,,1699,
010086,01-JAN-17,31-DEC-17,As Submitted,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,22762,,,.0349,,,61,22265,2480,313,3905,,170.88,,519,81,1005,,,,15,,192,
010087,01-OCT-16,30-SEP-17,As Submitted,UNIV OF SOUTH ALABAMA MEDICAL CENTER    ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5632088,,,1031102,,,.3153,2224853,1887903,148,54020,8374,14823,46280,138.59,1486.28,,1328,2248,7794,,,,,,,
010089,01-JAN-17,31-DEC-17,As Submitted,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,508985,,,.1634,,,219,79935,7814,4979,23880,,453.97,,1821,1222,5998,,,,393,,1636,
010090,01-JUL-17,30-JUN-18,Amended,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,573301,,,.0701,,,349,127385,20870,3065,72062,,1100.58,,3851,535,14147,1404,,,,,,
010091,01-JUL-17,30-JUN-18,As Submitted,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,22122,,,.12,,,21,7665,562,1047,2895,,105.55,,174,344,840,,,,11,,152,
010092,01-OCT-16,30-SEP-17,As Submitted,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,4051907,,,3665369,,,.1752,1307426,528158,501,182865,54910,35749,146786,47.73,3630.64,,10754,8262,32357,,,,,38,1919,757
010095,01-OCT-16,30-SEP-17,As Submitted,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,20501,,,.12,,,28,10220,1602,210,2413,,80.98,,170,89,324,,,,,,,
010097,01-JAN-17,31-DEC-17,As Submitted,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,47363,,,.12,,,33,12045,1242,575,2974,,121.21,,319,139,760,,,,,,,
010099,01-OCT-16,30-SEP-17,As Submitted,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,81045,,,.12,,,46,16790,2328,1555,5749,,182.77,,577,398,1496,,,,,,,
010100,01-APR-17,31-MAR-18,As Submitted,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,196657,,,.0315,,,129,47085,13508,4866,39668,,811,,3019,1430,9250,,,,,,,
010101,01-JAN-17,31-DEC-17,As Submitted,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,221436,,,.2486,,,81,29565,2437,2378,7929,,224.01,,617,548,2107,,,,16,,239,
010102,01-OCT-16,30-SEP-17,As Submitted,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,9146,,,.12,,,21,7665,463,221,967,,38.63,,81,47,191,,,,,,,
010103,01-JAN-17,31-DEC-17,Amended,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,4137544,,,996322,,,.0947,3161450,827767,278,101590,20999,11188,71252,50.51,1065,,3883,1705,13658,,,,18,,544,
010104,01-JUL-17,30-JUN-18,As Submitted,GRANDVIEW MEDICAL CENTER                ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2648285,,,822767,,,.0676,1971468,682842,352,128297,28298,12239,96020,38.29,1608.46,,5139,1575,19952,,,,12,1,311,465
010108,01-JUL-17,30-JUN-18,As Submitted,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,107568,,,.0738,,,50,18250,5367,1495,14352,,302.24,,1105,444,3295,,,,,,,
010109,01-OCT-16,30-SEP-17,As Submitted,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,20945,,,.0887,,,40,14600,1071,158,2044,,103.59,,227,58,502,,,,10,,74,
010110,01-JAN-17,31-DEC-17,As Submitted,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,29883,,,.12,,,30,10950,1043,823,2685,,95.5,,227,164,572,,,,172,,606,
010112,01-OCT-16,30-SEP-17,Amended,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,71013,,,.12,,,89,32485,3089,2128,6188,,220.37,,519,556,1409,,,,95,,346,
010113,01-APR-17,31-MAR-18,As Submitted,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,280777,,,2101064,,,.1367,178190,36889,618,225570,43632,28576,151141,4.52,1942.63,,7148,4634,25979,,,,62,16,464,719
010114,01-JAN-17,31-DEC-17,As Submitted,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,251755,,,.0864,,,187,68255,9792,5457,34607,,875.49,,1550,1393,6086,,,,36,20,496,421
010118,01-JUL-17,30-JUN-18,Amended,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,428261,,,929859,,,.3608,377102,172215,109,39785,6417,5493,17576,16.13,395.29,,1658,1456,5100,162,,,,,,
010120,01-OCT-16,30-SEP-17,As Submitted,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,58748,,,.12,,,49,17885,1478,1036,3596,,212.49,,444,290,1111,,,,,,,
010125,01-JAN-17,31-DEC-17,As Submitted,LAKELAND COMMUNITY HOSPITAL             ,HIIGHWAY 195 EAST                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,115105,,,.1298,,,50,18250,4269,989,6843,,108.92,,791,197,1489,,,,19,,129,
010126,01-JAN-17,31-DEC-17,Settled,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,90354,,,.12,,,97,35405,2640,1521,7293,,229.23,,525,363,1712,,,,,,,
010128,01-JAN-17,31-DEC-17,As Submitted,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,46239,,,.12,,,35,12775,1907,974,3881,,124.42,,357,280,854,,,,,,,
010129,01-APR-17,31-MAR-18,As Submitted,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,87806,,,.12,,,55,20075,1614,1552,6111,,189.05,,480,609,1912,,,,8,,347,
010130,01-JUL-17,30-JUN-18,Amended,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14600,2347,354,6996,,156,,574,103,1806,,,,,,,
010131,01-JUL-17,30-JUN-18,As Submitted,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,439673,,,.0517,,,183,66795,17676,5327,45067,,1027.32,,3836,949,11080,,,,,,,
010138,01-JAN-17,31-DEC-17,As Submitted,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,10695,,,.12,,,33,12045,1189,2174,3577,,38.83,,105,165,462,,,,,,,
010139,01-JAN-17,31-DEC-17,Reopened,BROOKWOOD BAPTIST MEDICAL CENTER        ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,572815,,,.0663,,,422,154030,21238,14060,85182,,1308.42,,4029,1667,17724,12,13,,801,2,4256,768
010144,01-JAN-17,31-DEC-17,Settled,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,370278,,,.0622,,,198,71826,15192,5798,58566,,1004.07,,2712,1235,11222,,,,,,,256
010146,01-OCT-16,30-SEP-17,As Submitted,JACKSONVILLE MEDICAL CENTER             ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,30941,,,.097,,,33,12045,1396,497,3351,,125.2,,313,125,791,,,,19,,368,
010148,01-JAN-17,31-DEC-17,As Submitted,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,130527,,,.1499,,,44,16060,2578,827,4939,,107.43,,781,337,1598,,,,,,,
010149,01-JUL-17,30-JUN-18,As Submitted,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,649801,,,.2238,,,176,64240,9016,18123,51582,,832.76,,1760,3228,10661,,,,,,,
010150,01-FEB-17,31-OCT-17,Amended,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,31394,,,.0783,,,33,12012,1135,226,1990,,86.26,,298,71,583,,,,6,,165,
010157,01-APR-17,31-MAR-18,As Submitted,SHOALS HOSPITAL                         ,201 W AVALON AVE.                       ,3359                                    ,MUSCLE SHOALS                           ,AL                                      ,35661                                   ,COLBERT                                 ,,,,34076,,,.0526,,,122,44530,2107,301,4156,,188.11,,511,80,1027,1,,,,4,362,763
010158,01-JAN-17,31-DEC-17,As Submitted,RUSSELLVILLE HOSPITAL                   ,P O BOX 1089                            ,,RUSSELLVILLE                            ,AL                                      ,35653                                   ,FRANKLIN                                ,,,,147671,,,.1256,,,92,33580,4254,879,6790,,176.04,,897,233,1754,,,,,,,
010164,01-AUG-17,31-JUL-18,As Submitted,COOSA VALLEY MEDICAL CENTER             ,315 WEST HICKORY STREET                 ,,SYLACAUGA                               ,AL                                      ,35150                                   ,TALLADEGA                               ,,,,170345,,,.12,,,122,44530,4283,2903,14065,,404.85,,929,894,3254,,,,,,271,
010168,01-JAN-17,31-DEC-17,As Submitted,JACK HUGHSTON MEMORIAL HOSPITAL         ,4401 RIVER CHASE DRIVE                  ,,PHENIX CITY                             ,AL                                      ,36867                                   ,RUSSELL                                 ,1031852,,,,,,,453687,111820,47,17155,2562,169,6227,9.04,271.87,,948,43,2492,,,,,,,
010169,01-OCT-16,30-SEP-17,As Submitted,ATMORE COMMUNITY HOSPITAL               ,401 MEDICAL PARK DRIVE                  ,,ATMORE                                  ,AL                                      ,36502                                   ,ESCAMBIA                                ,,,,28579,,,.0549,,,49,17885,2270,369,4655,,126.3,,432,102,1189,,,,,,,
