PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
010023,01-JUL-18,30-JUN-19,As Submitted,BAPTIST MEDICAL CENTER SOUTH            ,2105  EAST SOUTH BOULEVARD              ,11010                                   ,MONTGOMERY                              ,AL                                      ,36116-                                  ,MONTGOMERY                              ,2530485,,,1774310,,,.1945,528926,576004,320,116518,21556,19726,84119,40.53,1825.69,,4134,3225,17309,,,,,,1889,
010024,01-JAN-18,31-DEC-18,As Submitted,JACKSON HOSPITAL AND CLINIC  INC        ,1725 PINE STREET                        ,,MONTGOMERY                              ,AL                                      ,36106-1109                              ,MONTGOMERY                              ,,,,995066,,,.113,,,270,98550,22057,11238,74145,,1554.44,,4028,1777,15439,,,,,,,
010029,01-OCT-17,30-SEP-18,Amended,EAST ALABAMA MEDICAL CENTER             ,2000 PEPPERELL PKWY                     ,,OPELIKA                                 ,AL                                      ,36802-                                  ,LEE                                     ,,,,1584214,,,.1585,,,372,135780,26247,17844,76479,,2365.48,,4781,3760,17172,,,,,1,,275
010032,01-OCT-17,13-NOV-17,As Submitted,WEDOWEE HOSPITAL                        ,301 NORTH MAIN STREET                   ,,WEDOWEE                                 ,AL                                      ,36278                                   ,RANDOLPH                                ,,,,855,,,.0585,,,34,1496,43,7,63,,76.72,,16,2,29,,,,,,,
010032,14-NOV-17,30-JUN-18,As Submitted,TANNER MEDICAL CENTER-EAST ALABAMA      ,1032 MAIN STREET SOUTH                  ,,WEDOWEE                                 ,AL                                      ,36278                                   ,RANDOLPH                                ,,,,2250,,,.032,,,15,3435,373,51,1025,,58.7,,71,22,175,,,,,,,
010032,01-JUL-18,08-JAN-19,As Submitted,TANNER MEDICAL CENTER-EAST ALABAMA      ,1032 MAIN STREET SOUTH                  ,,WEDOWEE                                 ,AL                                      ,36278                                   ,RANDOLPH                                ,,,,1224,,,.0325,,,15,2880,233,26,653,,43.54,,42,12,128,,,,,,,
010033,01-OCT-17,30-SEP-18,As Submitted,UNIVERSITY OF ALABAMA HOSPITAL          ,619 SOUTH 19TH STREET                   ,,BIRMINGHAM                              ,AL                                      ,35233                                   ,JEFFERSON                               ,19455655,,,6135188,,,.1907,8221040,3273815,1063,387532,72256,85476,317372,569.44,8795,,11282,11875,44804,,,,561,241,2355,1264
010034,01-OCT-17,30-SEP-18,As Submitted,COMMUNITY HOSPITAL INC.                 ,805 FRIENDSHIP DRIVE                    ,,TALLASSEE                               ,AL                                      ,36078                                   ,ELMORE                                  ,,,,25599,,,.0604,,,37,13505,2088,348,4913,,212.96,,317,112,874,,,,13,,163,
010035,01-JUL-18,30-JUN-19,As Submitted,CULLMAN REGIONAL                        ,1912 ALABAMA HIGHWAY 157                ,,CULLMAN                                 ,AL                                      ,35056                                   ,CULLMAN                                 ,,,,373010,,,.0801,,,145,52925,11420,3648,26895,,918.38,,2849,1412,7771,,,,,,,
010036,01-APR-18,31-MAR-19,As Submitted,ANDALUSIA REGIONAL HOSPITAL             ,849 THREE NOTCH STREET                  ,,ANDALUSIA                               ,AL                                      ,36420                                   ,COVINGTON                               ,,,,330491,,,.1764,,,83,30295,5436,2443,10826,,242.33,,1336,651,2882,3,,,,,,
010038,01-OCT-17,30-SEP-18,As Submitted,STRINGFELLOW MEMORIAL HOSPITAL          ,301 EAST 18TH STREET                    ,P.O. BOX                                ,ANNISTON                                ,AL                                      ,36207                                   ,CALHOUN                                 ,,,,169440,,,.1151,,,125,45625,4271,1645,10142,,234.31,,1018,467,2574,,,,,,,
010039,01-JUL-18,30-JUN-19,As Submitted,HUNTSVILLE HOSPITAL                     ,101 SIVLEY ROAD                         ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,4504311,,,3863465,,,.1185,1726332,742230,877,320105,84587,51354,239808,59.19,6683.48,,14162,10706,49884,,,,273,,1897,
010040,01-OCT-17,30-SEP-18,As Submitted,GADSDEN REGIONAL MEDICAL CENTER         ,1007 GOODYEAR AVENUE                    ,,GADSDEN                                 ,AL                                      ,35903                                   ,ETOWAH                                  ,,,,1048504,,,.1201,,,222,81030,23557,10256,60383,,997.42,,4121,2124,12897,,,,25,,431,
010044,01-OCT-17,30-SEP-18,As Submitted,MARION REGIONAL MEDICAL CENTER          ,1256 MILITARY ST SOUTH                  ,,HAMILTON                                ,AL                                      ,35570-                                  ,MARION                                  ,,,,16702,,,.0386,,,36,13140,2859,149,3861,,110.43,,343,50,584,,,,,,,
010045,01-OCT-17,30-SEP-18,As Submitted,FAYETTE MEDICAL CENTER                  ,1653 TEMPLE AVENUE NORTH                ,,FAYETTE                                 ,AL                                      ,35555-                                  ,FAYETTE                                 ,,,,22707,,,.0428,,,45,16425,2945,252,4292,,257.11,,396,,840,,,,,,,
010046,01-JAN-18,31-DEC-18,Amended,RIVERVIEW REGIONAL MEDICAL CENTER       ,600 SOUTH 3RD STREET                    ,,GADSDEN                                 ,AL                                      ,35901                                   ,ETOWAH                                  ,,,,381980,,,.0778,,,256,93440,11138,2607,24619,,545.56,,2647,740,6497,,,,12,,315,
010047,01-JAN-18,31-DEC-18,As Submitted,GEORGIANA HOSPITAL                      ,515 MIRANDA STREET                      ,,GEORGIANA                               ,AL                                      ,36033                                   ,BUTLER                                  ,,,,24057,,,.0817,,,22,8030,959,160,1391,,40.99,,300,67,458,,,,,,,
010049,01-JAN-18,31-DEC-18,As Submitted,MEDICAL CENTER ENTERPRISE               ,400 NORTH EDWARDS STREET                ,,ENTERPRISE                              ,AL                                      ,36330-                                  ,COFFEE                                  ,,,,168038,,,.12,,,99,36135,2838,2740,10195,,322.24,,941,874,3392,,,,,,,
010051,01-OCT-17,30-SEP-18,As Submitted,GREENE COUNTY HOSPITAL                  ,509 WILSON AVENUE                       ,,EUTAW                                   ,AL                                      ,35462                                   ,GREENE                                  ,,,,7165,,,.12,,,20,7300,204,74,493,,68.82,,62,30,139,,,,,,,
010052,01-JAN-18,31-DEC-18,As Submitted,LAKE MARTIN COMMUNITY HOSPITAL          ,1231 SOUTH STREET                       ,,DADEVILLE                               ,AL                                      ,36853                                   ,TALLAPOOSA                              ,,,,29980,,,.1039,,,46,16790,770,198,1595,,68.37,,262,75,574,,,,,,,
010055,01-OCT-17,30-SEP-18,As Submitted,FLOWERS HOSPITAL                        ,4370 WEST MAIN STREET                   ,6907                                    ,DOTHAN                                  ,AL                                      ,36302-                                  ,HOUSTON                                 ,,,,913142,,,.0911,,,235,85775,21871,7364,55520,,1059.19,,4466,1590,12205,,,,,,,
010056,01-JUL-18,30-JUN-19,As Submitted,ST VINCENTS BIRMINGHAM                  ,810 ST VINCENTS DRIVE                   ,,BIRMINGHAM                              ,AL                                      ,35205-                                  ,JEFFERSON                               ,81895,,,573777,,,.0491,16086,9690,400,142082,23784,12028,103744,,1757.47,,4859,6032,21302,531,,,,,,
010058,01-OCT-17,30-SEP-18,As Submitted,BIBB MEDICAL CENTER                     ,165 PIERSON AVENUE                      ,,CENTREVILLE                             ,AL                                      ,35042                                   ,BIBB                                    ,,,,19914,,,.12,,,25,9125,1642,325,3433,,120.39,,140,124,315,,,,,,,
010059,01-OCT-17,30-SEP-18,As Submitted,LAWRENCE MEDICAL CENTER                 ,202 HOSPITAL STREET                     ,,MOULTON                                 ,AL                                      ,35650-                                  ,LAWRENCE                                ,,,,24533,,,.067,,,43,15695,1620,123,2626,,110.32,,287,47,625,,,,,,,
010061,01-OCT-17,30-SEP-18,As Submitted,HIGHLANDS MEDICAL CENTER                ,380 WOOD COVE ROAD                      ,1050                                    ,SCOTTSBORO                              ,AL                                      ,35768                                   ,JACKSON                                 ,,,,184540,,,.12,,,168,61320,4556,2536,10051,,346.25,,1027,818,2884,,,,,,,
010062,01-OCT-17,30-SEP-18,As Submitted,WIREGRASS MEDICAL CENTER                ,1200 WEST MAPLE STREET                  ,,GENEVA                                  ,AL                                      ,36340                                   ,GENEVA                                  ,,,,39612,,,.0618,,,73,26645,2470,430,4419,,174.05,,493,128,956,7,,,19,,341,
010065,01-JAN-18,31-DEC-18,As Submitted,RUSSELL MEDICAL CENTER                  ,3316 HIGHWAY 280                        ,939                                     ,ALEXANDER CITY                          ,AL                                      ,35010                                   ,TALLAPOOSA                              ,,,,204561,,,.1387,,,34,16060,3058,1863,8115,,447.95,,947,476,2380,,,,,,,
010069,01-OCT-17,30-NOV-17,As Submitted,SEAR                                    ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,9505,,,.0852,,,30,1830,586,70,912,,140.66,,86,12,169,,,,2,,48,
010069,01-DEC-17,31-DEC-18,As Submitted,MEDICAL CENTER BARBOUR                  ,820 WEST WASHINGTON STREET              ,,EUFAULA                                 ,AL                                      ,36027                                   ,BARBOUR                                 ,,,,58886,,,.1077,,,30,11880,2639,470,5116,,175.52,,456,110,1091,,,,,,273,
010073,01-OCT-17,30-SEP-18,As Submitted,CLAY COUNTY HOSPITAL                    ,83825 HIGHWAY 9                         ,1270                                    ,ASHLAND                                 ,AL                                      ,36251                                   ,CLAY                                    ,,,,188280,,,.2994,,,46,16790,2810,1313,4888,,157.82,,506,281,1027,,,,,,,
010078,01-OCT-17,30-SEP-18,As Submitted,NORTHEAST ALABAMA REGIONAL MED CTR      ,400 EAST TENTH STREET                   ,2208                                    ,ANNISTON                                ,AL                                      ,36202-                                  ,CALHOUN                                 ,,,,1115778,,,.1514,,,250,91250,23909,13179,58659,,1361.46,,4047,4418,12948,,,,,,1062,
010079,01-JUL-18,30-JUN-19,As Submitted,ATHENS LIMESTONE                        ,ATHENS LIMESTONE HOSPITAL               ,999                                     ,ATHENS                                  ,AL                                      ,35611-                                  ,LIMESTONE                               ,,,,305853,,,.12,,,66,24090,5287,2620,13306,,546.12,,1369,1067,4144,,,,,,,
010083,01-OCT-17,30-SEP-18,As Submitted,SOUTH BALDWIN REGIONAL MEDICAL CENTE    ,1613 NORTH MCKENZIE                     ,,FOLEY                                   ,AL                                      ,36535-                                  ,BALDWIN                                 ,167569,,,230264,,,.058,,,112,40880,8665,3915,26065,2.02,629.14,,2036,900,6727,,,,,,,
010085,01-APR-18,31-MAR-19,Amended,DECATUR MORGAN - DECATUR CAMPUS         ,7TH STREET S.E.                         ,2239                                    ,DECATUR                                 ,AL                                      ,35609-                                  ,MORGAN                                  ,,,,379577,,,.061,,,222,81030,19568,5008,41331,,1111.56,,3573,1497,8787,,,,,,1619,
010086,01-JAN-18,31-DEC-18,As Submitted,NORTHWEST MEDICAL CENTER                ,HIGHWAY 78 WEST                         ,130                                     ,WINFIELD                                ,AL                                      ,35594                                   ,MARION                                  ,,,,27811,,,.0488,,,61,22265,2072,307,3459,,164.9,,486,119,914,,,,9,,183,
010087,01-OCT-17,30-SEP-18,As Submitted,USA HEALTH UNIVERSITY HOSPITAL          ,2451 FILLINGIM STREET                   ,,MOBILE                                  ,AL                                      ,36617                                   ,MOBILE                                  ,5777643,,,901803,,,.2648,2246928,2014986,149,54385,8864,14253,49731,139.01,1551.36,,1457,2144,8443,,,,,,,
010089,01-JAN-18,31-DEC-18,As Submitted,WALKER BAPTIST MEDICAL CENTER           ,3400 HIGHWAY 78 EAST                    ,3547                                    ,JASPER                                  ,AL                                      ,35502                                   ,WALKER                                  ,,,,415511,,,.1497,,,207,75555,7165,4967,23886,,438.93,,1625,1218,5842,,,,394,,1668,
010090,01-JUL-18,30-JUN-19,As Submitted,PROVIDENCE HOSPITAL                     ,6801 AIRPORT BLVD                       ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,526115,,,.0666,,,349,127385,21159,2852,71743,,1735.45,,3735,549,13968,1438,,,,,,
010091,01-JUL-18,30-JUN-19,As Submitted,GROVE HILL MEMORIAL HOSPITAL            ,295 SOUTH JACKSON STREET                ,935                                     ,GROVE HILL                              ,AL                                      ,36451-                                  ,CLARKE                                  ,,,,20744,,,.12,,,21,7665,560,1047,2895,,105.55,,165,344,840,,,,11,,152,
010092,01-OCT-17,30-SEP-18,As Submitted,DCH REGIONAL MEDICAL CENTER             ,809 UNIVERSITY BLVD EAST                ,,TUSCALOOSA                              ,AL                                      ,35401-                                  ,TUSCALOOSA                              ,3784242,,,3522722,,,.1798,1309350,611067,497,181405,49863,33912,143290,47.65,3403.66,,9892,7906,31725,,,,,,2155,745
010095,01-OCT-17,30-SEP-18,As Submitted,HALE COUNTY HOSPITAL                    ,508 GREENE STREET                       ,,GREENSBORO                              ,AL                                      ,36744                                   ,HALE                                    ,,,,17661,,,.0743,,,28,10220,1680,199,2618,,80.98,,211,82,459,,,,,,,
010097,01-JAN-18,31-DEC-18,As Submitted,ELMORE COMMUNITY HOSPITAL               ,500 HOSPITAL DRIVE                      ,,WETUMPKA                                ,AL                                      ,36092                                   ,ELMORE                                  ,,,,39513,,,.12,,,33,12045,1058,1042,3590,,112.52,,257,168,789,,,,,,,
010099,01-OCT-17,30-SEP-18,As Submitted,D W MCMILLAN MEMORIAL HOSPITAL          ,1301 BELLEVILLE AVENUE                  ,908                                     ,BREWTON                                 ,AL                                      ,36427                                   ,ESCAMBIA                                ,,,,78215,,,.12,,,46,16790,2235,1491,6058,,183.64,,560,387,1514,,,,,,,
010100,01-APR-18,31-MAR-19,As Submitted,THOMAS HOSPITAL                         ,750 MORPHY AVE                          ,929                                     ,FAIRHOPE                                ,AL                                      ,36532-                                  ,BALDWIN                                 ,,,,236826,,,.0359,,,129,47085,13445,5331,38655,,821,,3165,1817,10337,,,,,2,,265
010101,01-JAN-18,31-DEC-18,As Submitted,CITIZENS BAPTIST MEDICAL CENTER         ,604 STONE AVENUE                        ,,TALLADEGA                               ,AL                                      ,35161                                   ,TALLADEGA                               ,,,,133240,,,.1687,,,85,31000,2159,1457,6564,,199.52,,566,382,1916,,,,8,,183,
010102,01-OCT-17,30-SEP-18,As Submitted,JOHN PAUL JONES HOSPITAL                ,317 MCWILLIAMS AVENUE                   ,B                                       ,CAMDEN                                  ,AL                                      ,36726-1610                              ,WILCOX                                  ,,,,10866,,,.12,,,21,7665,324,73,546,,39.87,,91,35,172,,,,,,,
010103,01-JAN-18,31-DEC-18,As Submitted,PRINCETON BAPTIST MEDICAL CENTER        ,701 PRINCETON AVE SW                    ,,BIRMINGHAM                              ,AL                                      ,35211                                   ,JEFFERSON                               ,4039077,,,1009284,,,.0958,3430412,857705,279,101835,19710,11176,70611,54.96,1086,,3877,1731,13790,,,,,,555,
010104,01-JUL-18,30-JUN-19,As Submitted,GRANDVIEW MEDICAL CENTER                ,800 MONTCLAIR ROAD                      ,,BIRMINGHAM                              ,AL                                      ,35213                                   ,JEFFERSON                               ,2892686,,,654141,,,.0492,1957623,764254,373,128855,29609,12409,105337,39.37,1761.14,,5528,5171,21858,,,,10,2,307,467
010108,01-JUL-18,30-JUN-19,As Submitted,PRATTVILLE BAPTIST HOSPITAL             ,124 SOUTH MEMORIAL DRIVE                ,,PRATTVILLE                              ,AL                                      ,36067-                                  ,AUTAUGA                                 ,,,,86579,,,.0697,,,55,20075,4245,1305,12509,,302.24,,935,409,2887,,,,,,,
010109,01-OCT-17,30-SEP-18,As Submitted,PICKENS COUNTY MEDICAL CENTER           ,R.K. WILSON DRIVE                       ,,CARROLLTON                              ,AL                                      ,35477                                   ,PICKENS                                 ,,,,26257,,,.0897,,,40,14600,1170,227,2240,,124.75,,252,69,539,,,,13,,97,
010110,01-JAN-18,31-DEC-18,As Submitted,BULLOCK COUNTY HOSPITAL                 ,BULLOCK COUNTY HOSPITAL                 ,102 CONECUH AVENUE                      ,UNION SPRINGS                           ,AL                                      ,36089                                   ,BULLOCK                                 ,,,,23727,,,.12,,,30,10950,795,910,2331,,97.8,,174,166,473,,,,,,671,
010112,01-OCT-17,30-SEP-18,As Submitted,BRYAN W WHITFIELD MEMORIAL HOSPITAL     ,105 HIGHWAY 80 EAST                     ,,DEMOPOLIS                               ,AL                                      ,36732                                   ,MARENGO                                 ,,,,68794,,,.12,,,37,13505,2862,1877,6013,,208.72,,470,513,1249,,,,139,,471,
010113,01-APR-18,31-MAR-19,As Submitted,MOBILE INFIRMARY MEDICAL CENTER         ,FIVE MOBILE INFIRMARY CIRCLE            ,2144                                    ,MOBILE                                  ,AL                                      ,36652-                                  ,MOBILE                                  ,251280,,,2092971,,,.1352,143950,34850,611,223015,44304,27409,146711,3.33,1919.8,,6974,4193,24926,,,,35,16,469,705
010114,01-JAN-18,30-SEP-18,As Submitted,UAB MEDICAL WEST                        ,995 NINTH AVENUE  SOUTHWEST             ,847                                     ,BESSEMER                                ,AL                                      ,35023                                   ,JEFFERSON                               ,,,,218728,,,.1003,,,187,51051,6800,4323,24754,,890.54,,1169,858,4739,,,,17,30,309,205
010118,01-JUL-18,30-JUN-19,As Submitted,VAUGHAN REGIONAL MEDICAL CENTER         ,1015 MEDICAL CENTER PARKWAY             ,,SELMA                                   ,AL                                      ,36701                                   ,DALLAS                                  ,550847,,,823692,,,.3532,356960,165344,109,39785,5474,5619,17242,18,410.21,,1495,1319,5216,148,,,,,,
010120,01-OCT-17,30-SEP-18,As Submitted,MONROE COUNTY HOSPITAL                  ,HIGHWAY 21                              ,,MONROEVILLE                             ,AL                                      ,36461                                   ,MONROE                                  ,,,,58918,,,.12,,,49,17885,1472,937,3594,,212.49,,425,290,1111,,,,,,,
010125,01-JAN-18,31-DEC-18,As Submitted,LAKELAND COMMUNITY HOSPITAL             ,42024 HIGHWAY 195                       ,780                                     ,HALEYVILLE                              ,AL                                      ,35565                                   ,WINSTON                                 ,,,,92755,,,.1235,,,49,17885,3012,724,5062,,104.76,,651,172,1258,,,,10,,101,
010126,01-JAN-18,31-MAR-18,As Submitted,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,26167,,,.12,,,97,8730,757,324,2049,,227.44,,139,78,466,,,,,,,
010126,01-APR-18,31-MAR-19,As Submitted,TROY REGIONAL MEDICAL CENTER            ,130 HIGHWAY 231                         ,,TROY                                    ,AL                                      ,36081                                   ,PIKE                                    ,,,,88889,,,.12,,,97,35405,2325,1326,6513,,216.91,,510,386,1736,,,,62,,343,
010128,01-JAN-18,31-DEC-18,As Submitted,JACKSON MEDICAL CENTER                  ,220 HOSPITAL DRIVE                      ,,JACKSON                                 ,AL                                      ,36545                                   ,CLARKE                                  ,,,,36638,,,.12,,,35,12775,1525,776,3409,,98.59,,282,230,746,,,,,,,
010129,01-APR-18,31-MAR-19,As Submitted,NORTH BALDWIN INFIRMARY                 ,1815 HAND AVENUE                        ,1409                                    ,BAY MINETTE                             ,AL                                      ,36507                                   ,BALDWIN                                 ,,,,66711,,,.12,,,55,20075,1386,1656,6207,,176.9,,380,660,1922,,,,,,272,
010130,01-JUL-18,30-JUN-19,As Submitted,ST. VINCENTS ST. CLAIR                  ,7063 VETERANS PARKWAY                   ,,PELL CITY                               ,AL                                      ,35125                                   ,ST. CLAIR                               ,,,,,,,,,,40,14600,2364,488,8561,,164,,578,130,1850,,,,,,,
010131,01-JUL-18,30-JUN-19,As Submitted,CRESTWOOD MEDICAL CENTER                ,ONE HOSPITAL DRIVE                      ,,HUNTSVILLE                              ,AL                                      ,35801-                                  ,MADISON                                 ,,,,204450,,,.025,,,183,66795,15618,2021,40916,,1005.08,,3657,763,10985,,,,,,,
010138,01-JAN-18,31-DEC-18,As Submitted,HILL HOSPITAL OF SUMTER COUNTY          ,751 DERBY DRIVE                         ,,YORK                                    ,AL                                      ,36925                                   ,SUMTER                                  ,,,,8655,,,.12,,,33,12045,879,2412,5460,,39.13,,79,116,435,,,,,,,
010139,01-JAN-18,31-DEC-18,As Submitted,BROOKWOOD BAPTIST MEDICAL CENTER        ,2010 BROOKWOOD MEDICAL CENTER DRIVE     ,,BIRMINGHAM                              ,AL                                      ,35209                                   ,JEFFERSON                               ,,,,615033,,,.0837,,,425,155125,16922,14199,76452,,1248.12,,3355,1685,15775,16,28,,769,1,3594,743
010144,01-JAN-18,31-DEC-18,As Submitted,SPRINGHILL MEMORIAL HOSPITAL            ,3719 DAUPHIN STREET                     ,,MOBILE                                  ,AL                                      ,36608                                   ,MOBILE                                  ,,,,406315,,,.0653,,,198,72270,15710,6542,59522,,1031.1,,2815,1279,11527,,,,,,,270
010146,01-OCT-17,30-JUN-18,As Submitted,JACKSONVILLE MEDICAL CENTER             ,1701 PELHAM ROAD SOUTH                  ,,JACKSONVILLE                            ,AL                                      ,36265                                   ,CALHOUN                                 ,,,,28042,,,.12,,,33,9009,1062,620,3371,,114.7,,228,124,697,,,,8,,259,
010148,01-JAN-18,31-DEC-18,As Submitted,EVERGREEN MEDICAL CENTER                ,101 CRESTVIEW AVENUE                    ,,EVERGREEN                               ,AL                                      ,36401-                                  ,CONECUH                                 ,,,,140903,,,.1613,,,44,16060,2523,697,4719,,106.5,,755,284,1543,,,,,,,
010149,01-JUL-18,30-JUN-19,As Submitted,BAPTIST MEDICAL CENTER EAST             ,400 TAYLOR ROAD                         ,,MONTGOMERY                              ,AL                                      ,36117-                                  ,MONTGOMERY                              ,,,,669247,,,.2507,,,207,75333,7944,17488,53341,,832.76,,1620,3874,14510,,,,,,,
010150,01-NOV-17,30-SEP-18,As Submitted,LV STABLER MEMORIAL HOSPITAL            ,29 LV STABLER DRIVE                     ,,GREENVILLE                              ,AL                                      ,36037                                   ,BUTLER                                  ,,,,37987,,,.0912,,,44,14652,1251,347,2685,,123.43,,342,122,781,,,,7,,187,
