PROV	NAME	FYB	FYE	FC_DATE	MAC	CBSAGEO	MCR_TYPE	CR_IND	Multicamp_IND	maincamp_name1	offcamp_name1	offcamp_name2	offcamp_name3	offcamp_name4	maincamp_county	offcamp_county1	offcamp_county2	offcamp_county3	offcamp_county4	maincamp_st	offcamp_st1	offcamp_st2	offcamp_st3	offcamp_st4	maincamp_zip	offcamp_zip1	offcamp_zip2	offcamp_zip3	offcamp_zip4	maincamp_cbsa	offcamp_cbsa1	offcamp_cbsa2	offcamp_cbsa3	offcamp_cbsa4	maincamp_FTE	offcamp_FTE1	offcamp_FTE2	offcamp_FTE3	offcamp_FTE4	IIWG1	IIWG2	IIWG3	IIWG4	IIWG4_01	IIWG5	IIWG6	IIWG7	IIWG7_01	IIWG8	IIWG9	IIWG10	IIWG11	IIWG12	IIWG13	IIWG14	IIWG14_01	IIWG14_02	IIWG15	IIWG16	IIWG17	IIWG19	IIWG20	IIWG21	IIWG22	IIWG22_01	IIWG23	IIWG24	IIWG25	IIWG25_50	IIWG25_51	IIWG25_52	IIWG25_53	IIWG26	IIWG27	IIWG28	IIWG29	IIWG30	IIWG31	IIWG32	IIWG33	IIWG34	IIWG35	IIWG36	IIWG37	IIWG38	IIWG39	IIWG40	IIWG41	IIWG42	IIWG43	IIHR1	IIHR2	IIHR3	IIHR4	IIHR4_01	IIHR5	IIHR6	IIHR7	IIHR7_01	IIHR8	IIHR9	IIHR10	IIHR11	IIHR12	IIHR13	IIHR14	IIHR14_01	IIHR14_02	IIHR15	IIHR16	IIHR26	IIHR27	IIHR28	IIHR29	IIHR30	IIHR31	IIHR32	IIHR33	IIHR34	IIHR35	IIHR36	IIHR37	IIHR38	IIHR39	IIHR40	IIHR41	IIHR42	IIHR43	IIIWG1	IIIWG2	IIIWG3	IIIWG4	IIIWG5	IIIWG6	IIIWG7	IIIHR1	IIIHR2	IIIHR3	IIIHR4	IIIHR5	IIIHR6	IIIHR7	IVWG8	IVWG8_01	IVWG8_02	IVWG8_03	IVWG9	IVWG10
010021	DALE MEDICAL CENTER	20151001	20160930	20181114	10001	01	1	N	N																										0	0	0	0	0	14538500	0	399413	0	0	0	0	0	0	0	0	4267952	678981	0	30000	0	0	0	0	0	2009105	716594	0	32647	0	0	0	0	0	0	0	0	0	52481	1475036	109946	0	583295	60719	277113	0	284791	0	0	0	602274	115696	339292	340869	0	0	682635	0	4132	0	0	0	0	0	0	0	0	175157	11027	0	240	0	0	0	0	0	2101	71656	737	0	32302	6282	27123	0	26083	0	0	0	22006	7093	11107	21424	0	0	14249033	4267952	9981081	708981	2009105	12699167	4241512	679240	175157	504083	11267	0	515350	227914	0	0	1622253	0	0	54115
010022	CHEROKEE MEDICAL CENTER	20160401	20170331	20181109	05901	01	1	N	N																										0	0	0	0	0	5005217	0	0	0	0	0	0	0	0	0	0	1600	239794	0	24754	0	226430	0	0	0	1186777	379	0	0	0	0	0	0	0	39024	0	0	0	65001	759032	0	0	112560	0	160240	0	49282	0	169885	0	247019	35837	256420	150969	0	0	227811	0	0	0	0	0	0	0	0	0	0	66	6219	0	228	0	4935	0	0	0	2122	37295	0	0	5040	0	18966	0	4176	0	14479	0	7778	2734	5496	7695	0	0	5005217	1600	5003617	490978	1225801	6720396	2006245	227811	66	227745	11382	0	239127	105781	0	0	665817	0	0	8912
010023	BAPTIST MEDICAL CENTER SOUTH	20160701	20170630	20190117	10001	33860	1	N	N																										0	0	0	0	0	106433284	0	0	0	0	0	0	59298	2699185	0	0	6682219	17288753	1220513	206917	0	11988436	0	0	2575045	17710870	1187138	0	0	0	0	0	0	10535	2928390	0	0	479045	219845	9508210	13396937	2439114	0	0	0	3749441	0	4297251	0	0	1738276	983920	5520998	2237802	0	0	3918554.4	0	0	0	0	0	0	2080	107061.1	0	0	266474	304359	7679.44	1509.57	0	409501	0	0	19172.35	8567	436409	231074.96	125225	0	0	0	199036.36	0	134874	0	0	40055	52890	184749	77894	0	0	125118430	6682219	118436211	30704619	20639260	169780090	44091794	4374398.62	266474	4107924.62	723049.01	0	4830973.63	1490774.32	0	0	9230084	0	0	146211
010024	"JACKSON HOSPITAL AND CLINIC, INC"	20160101	20161231	20181114	10001	33860	1	N	N																										0	0	0	0	0	80631098	0	0	0	0	0	0	0	0	0	0	21014224	7346707	624317	17500	0	0	0	0	0	11904220	3091614	0	0	0	0	0	0	0	0	0	0	0	379594	7021169	942600	1411818	0	0	0	2510808	1271884	220320	0	0	1286643	0	0	2550673	36266	0	2742974.69	0	0	0	0	0	0	0	0	0	0	302443.24	171914.44	11145.96	166	0	0	0	0	0	14480.76	313717.53	24763.89	98500.42	0	0	0	150566	114345.56	7560.92	0	0	42113.26	0	0	100695.47	2267.2	0	84304826	21014224	63290602	7988524	11904220	83183346	17631775	2925865.5	302443.24	2623422.26	183226.4	0	2806648.66	869011.01	0	0	2619249	0	2288800	143266
010029	EAST ALABAMA MEDICAL CENTER	20151001	20160930	20181114	10001	12220	1	N	N																										0	0	0	0	0	116191650	0	0	89787	0	5202359	0	0	0	15926345	4236932	4602796	560116	0	9179556	0	29289748	0	0	0	17448774	1987570	0	0	1942	0	89865	0	0	5748759	0	0	0	2514503	12606525	1984319	0	3195096	256349	2486975	0	2152878	0	0	0	1900985	1626291	4742314	2885437	0	453100	4949372.43	0	0	492.45	0	22775.9	0	0	0	689591.37	237392.06	266353.7	5957	0	103104.84	0	1289807	0	0	0	107192.76	478248.39	9859.27	0	182086.41	24952.76	226330.78	0	171851.96	0	0	0	68754.32	111435.81	120959.05	130296.26	0	41145.42	97047265	8839728	88207537	39029420	23199475	150436432	36804772	4246864.43	503745.76	3743118.67	1398868.84	0	5141987.51	1673113.19	0	0	10413394	0	0	211131
010033	UNIVERSITY OF ALABAMA HOSPITAL	20151001	20160930	20181114	10001	13820	1	N	N																										0	0	0	0	0	528255997	0	17421093	0	0	0	0	37874492	0	0	0	35989249	4012595	0	8717232	0	0	0	0	0	124521237	10255656	0	4964392	0	0	0	0	10792883	0	0	0	0	1322077	58236211	8892784	2196365	143824	0	6449916	5427138	942409	0	4660369	0	21136857	862449	21257567	6433621	533524	5312580	18508892	0	250327	0	0	0	0	1635651	0	0	0	1208856	63655.43	0	75256	0	0	0	0	0	41880	1569834	57130.21	80568	7894	0	476764	440962	54393	0	343843	0	596072	48207	632610	205810	24876	327506	487280334	35989249	451291085	12729827	124521237	588542149	143807691	17121006.2	1208856	15912150.2	138911.43	0	16051061.6	4908349.21	0	0	53883436	0	0	0
010034	COMMUNITY HOSPITAL INC.	20151001	20160930	20181114	10001	33860	1	N	N																										0	0	0	0	0	13921600	0	0	0	0	0	0	0	0	0	0	7007744	48584	0	0	0	0	0	0	0	1216018	460044	0	0	0	0	0	0	0	0	0	0	0	110105	1294893	123368	0	144273	30089	176799	0	182052	33674	0	0	154475	0	0	194057	33517	0	558848	0	0	0	0	0	0	0	0	0	0	230959	969	0	0	0	0	0	0	0	4164	59292	519	0	6003	2080	16607	0	17775	612	0	0	5243	0	0	12014	1059	0	14078642	7007744	7070898	48584	1216018	8335500	2477302	559979	230959	329020	969	0	329989	125368	0	0	0	643023	0	0
010035	CULLMAN REGIONAL	20160701	20170630	20181114	10001	01	1	N	N																										0	0	0	0	0	41036133	0	0	0	0	0	0	0	0	0	0	4172986	210487	0	190325	0	0	0	0	0	9792847	1120668	0	0	0	0	0	0	0	0	0	0	0	808896	5410222	834429	0	676052	0	267046	0	1062029	0	0	0	1302207	313985	1303367	1712718	70374	0	1750938	0	0	0	0	0	0	0	0	0	0	189554	2971	0	1310	0	0	0	0	0	8805	185945	20069	0	45257	0	24915	0	93424	0	0	0	42109	17810	42316	67898	2400	0	41870562	4172986	37697576	400812	9792847	47891235	13761325	1771007	189554	1581453	4281	0	1585734	550948	0	0	5191829	0	0	90203
010036	ANDALUSIA REGIONAL HOSPITAL	20160401	20170331	20190117	10001	01	1	N	N																										0	0	0	0	0	12938560	0	0	0	0	0	0	0	0	0	0	1319180	140265	0	0	0	0	0	0	0	2354371	133178	0	0	0	0	0	0	0	0	0	0	0	143630	1941464	395208	0	241248	11947	277176	0	218023	0	0	0	756640	0	0	343006	0	0	501233	0	0	0	0	0	0	0	0	0	0	26835	2091	0	0	0	0	0	0	0	4368	80096	2760	0	10389	719	26075	0	12699	0	0	0	23090	0	0	17729	0	0	13333768	1319180	12014588	140265	2354371	14509224	4328342	503993	26835	477158	2091	0	479249	177925	0	0	1247902	0	0	30183
010038	STRINGFELLOW MEMORIAL HOSPITAL	20160701	20170430	20181108	05901	11500	1	N	N																										0	0	0	0	0	11208052	0	0	0	0	0	0	0	0	0	0	0	1210885	0	0	0	803179	0	0	0	2187562	0	0	0	0	0	0	0	0	128433	0	0	0	100955	1376661	145469	0	224030	0	0	475903	0	250204	0	0	922065	17926	455876	101729	0	0	442333.19	0	0	0	0	0	0	0	0	0	0	0	26240.65	0	0	0	23564	0	0	0	3534	61527.78	13102.25	0	8903.25	0	0	33025.91	0	21928.45	0	0	24476.91	804.19	13614.5	7535.25	0	0	12079628	0	12079628	2014064	2315995	16409687	4070818	510389.8	0	510389.8	49804.65	0	560194.45	188452.49	0	0	1013188	0	0	-444
010039	HUNTSVILLE HOSPITAL	20160701	20170630	20181114	10001	26620	1	N	N																										0	0	0	0	0	384989565	0	14223034	563087	0	18664150	202107	0	3979654	0	0	8696190	3979654	0	832706	0	0	0	0	0	94902238	2439721	0	1512754	34534	0	1155743	102997	0	0	0	0	0	4832008	31197428	2149963	914651	5721730	307021	5614469	0	5100856	0	0	0	11683762	176669	16647789	12893539	830843	784992	12559664	0	189716	4331	0	144943	12917	0	122327	0	0	305968	122327	0	6090	0	0	0	0	0	158350	941595	9806	19885	229944	16994	375315	0	345259	0	0	0	314309	10878	421886	430331	28496	52458	350070583	8696190	341374393	4812360	94936772	441123525	98855720	12099567	305968	11793599	128417	0	11922016	3355506	0	0	58264130	0	0	137948
010040	GADSDEN REGIONAL MEDICAL CENTER	20151001	20160930	20181114	10001	23460	1	N	N																										0	0	0	0	0	57120673	0	0	0	0	130733	0	0	0	0	0	874096	363739	0	632189	0	5553778	0	0	0	10657122	169637	0	0	0	0	9959	0	0	806241	0	0	0	296014	4466130	270887	0	1556337	67032	7595	1152044	0	323901	0	0	3085254	870868	2261574	877920	0	0	2323051.47	0	0	0	0	1056	0	0	0	0	0	37347	6113	0	3675	0	155004.72	0	0	0	10063	205655	1101.12	0	82075	5857	366	135241.13	0	25938.54	0	0	97375	59653	51873	47967	0	0	58736772	874096	57862676	6549706	11463363	75875745	15235556	2484276.26	37347	2446929.26	164792.72	0	2611721.98	723164.79	0	0	4468014	0	0	97923
010044	MARION REGIONAL MEDICAL CENTER	20151001	20160930	20181212	07001	01	1	N	N																										0	0	0	0	0	9047044	153595	0	0	0	0	1837311	0	0	0	1887445	101710	962759	0	258840	0	316724	0	0	0	2274476	1088525	30219	0	0	0	0	528381	0	130506	0	0	0	121000	532841	371285	0	189402	45855	316589	12126	208150	2393	0	0	356461	0	260696	218938	0	0	403999.15	1797	0	0	0	0	52101	0	0	0	120521	730.82	16623	0	2267	0	9595	0	0	0	2281	25819	2126	0	8818	4378	27243	335	20789	88	0	0	8305	0	6265	12243	0	0	7441942	1989155	5452787	1538323	2404982	9396092	2635736	352650.15	121251.82	231398.33	28485	0	259883.33	118690	0	0	2424286	0	93333	0
010045	FAYETTE MEDICAL CENTER	20151001	20160930	20190117	10001	01	1	N	N																										0	0	0	0	0	11624711	0	0	0	0	0	0	0	0	0	3532224	41722	536044	0	0	0	345916	0	0	0	3003024	1252935	0	0	0	0	0	0	0	99101	0	0	0	0	853141	45903	0	219367	0	329787	0	258282	0	0	0	299367	52468	0	192299	214579	0	574094.44	0	0	0	0	0	0	0	0	0	221320.22	23005.41	8287.25	0	0	0	12238.52	0	0	0	0	45320.75	498	0	9665	0	32059.9	0	14951.52	0	0	0	8649.82	4190.5	0	12122.52	6288.5	0	11670614	3573946	8096668	881960	3102125	12080753	2465193	574592.44	244325.63	330266.81	20525.77	0	350792.58	133746.51	0	0	2195595	0	515131	0
010046	RIVERVIEW REGIONAL MEDICAL CENTER	20160101	20161231	20181106	05901	23460	1	N	N																										0	0	0	0	0	30101527	0	0	0	0	0	0	0	0	0	0	931545	558026	0	0	0	1162244	0	0	0	7479298	254474	0	0	0	0	0	0	0	301192	0	0	0	267577	2960484	218190	120501	740440	0	804850	0	0	449671	0	0	1032443	62325	1334305	346089	729140	0	1298463	0	0	0	0	0	0	0	0	0	0	32354	3912	0	0	0	28942	0	0	0	10866	121065	2548	4369	42895	0	76757	0	0	19506	0	0	37696	4563	36952	16657	23047	0	30769388	931545	29837843	1720270	7780490	39338603	9066015	1320517	32354	1288163	32854	0	1321017	396921	0	5226022	0	0	0	0
010047	GEORGIANA HOSPITAL	20160101	20161231	20181114	10001	01	1	N	N																										0	0	0	0	0	3346291	0	0	0	0	911654	314677	0	0	0	0	531736	0	0	0	0	0	0	0	0	198219	68830	0	0	0	0	118009	40733	0	0	0	0	0	0	121905	11400	0	41781	0	78896	0	59917	0	0	0	114853	0	0	33434	0	0	148284.47	0	0	0	0	10587.4	25322.22	0	0	0	0	27789.52	0	0	0	0	0	0	0	0	0	4964.16	91.2	0	2168.75	0	9611.51	0	5900.36	0	0	0	4075.54	0	0	1855.25	0	0	2131360	531736	1599624	0	198219	1797843	462186	112466.05	27789.52	84676.53	0	0	84676.53	28666.77	0	0	127205	0	0	0
010049	MEDICAL CENTER ENTERPRISE	20160101	20161231	20181108	05901	01	1	N	N																										0	0	0	0	0	18420192	0	1201736	0	0	711536	0	0	0	0	0	66367	69373	0	5050	0	1584367	0	0	0	2452892	9103	0	117295	0	0	68092	0	0	239079	0	0	0	173093	2226774	73676	0	329483	0	0	641317	238365	0	177100	0	1263013	171257	677329	313020	0	0	710424	0	17461	0	0	10061	0	0	0	0	0	2083	1016.75	0	97.25	0	46801	0	0	0	6250	91660	6068.5	0	16913	0	0	44613	17728.29	0	13171.71	0	39351	10475	17402	18054	0	0	17221913	66367	17155546	1658790	2691971	21506307	6284427	733583.5	2083	731500.5	47915	0	779415.5	281686.5	0	0	761646	0	0	23668
010051	GREENE COUNTY HOSPITAL	20151001	20160930	20181114	10001	01	1	N	N																										0	0	0	0	0	6464299	0	0	0	0	965351	268623	0	0	0	1520033	205864	0	0	0	0	0	0	0	0	665396	258061	0	0	0	0	89490	70920	0	0	0	0	0	0	864665	0	0	198764	65754	202497	0	279423	0	0	0	69888	0	0	58575	0	0	330797	0	0	0	0	9960	20641	0	0	0	105397	8286	0	0	0	0	0	0	0	0	0	43313	0	0	11095	4616	20240	0	24757	0	0	0	2080	0	0	3841	0	0	5230325	1725897	3504428	0	665396	4169824	1739566	300196	113683	186513	0	0	186513	109942	0	0	0	443939	0	0
010052	LAKE MARTIN COMMUNITY HOSPITAL	20160101	20161231	20181114	10001	01	1	N	N																										0	0	0	0	0	6470066	0	0	0	0	570174	586958	0	0	0	0	2245993	86694	0	0	0	0	0	0	0	605757	443610	0	0	0	0	112616	115931	0	0	0	0	0	0	284294	11400	0	153747	0	85508	0	123857	0	0	0	191637	19859	0	95686	0	0	299920.31	0	0	0	0	11099.25	53458.2	0	0	0	0	85992.09	1094	0	0	0	0	0	0	0	0	23641.11	91.2	0	8693	0	8782.94	0	10033.39	0	0	0	6166.66	2094.75	0	6478.8	0	0	5324334	2245993	3078341	86694	605757	3770792	965988	235454.06	85992.09	149461.97	1094	0	150555.97	65981.85	0	0	615246	0	0	1113
010055	FLOWERS HOSPITAL	20151001	20160930	20190318	10001	20020	1	N	N																										0	0	0	0	0	53634785	0	0	0	0	0	0	0	0	0	0	49498	256653	0	4519376	0	5234481	0	0	0	9645572	9116	0	0	0	0	0	0	0	712422	0	0	0	372587	4684769	267678	0	773146	66061	481438	0	292185	0	210007	0	2936823	1123462	2133107	834669	0	0	2242484	0	0	0	0	0	0	0	0	0	0	2171	1874	0	85499.03	0	142002	0	0	0	15108	159931	841	0	34772	7073	46742	0	20308	0	17807	0	81416	74964	44304	48145	0	0	53902463	49498	53852965	10010510	10357994	74221469	14175932	2243325	2171	2241154	229375.03	0	2470529.03	551411	0	0	3968702	0	0	88915
010056	ST VINCENTS BIRMINGHAM	20160701	20170630	20181114	10001	13820	1	N	N																										0	0	0	0	0	103861811	0	0	0	0	0	0	0	0	0	0	9452868	644457	0	0	0	26300317	0	0	0	18503669	1290747	0	0	0	0	0	0	0	6782802	0	0	0	0	4461512	4138943	0	383	0	0	2796804	40148	3038967	0	0	4082060	0	0	285428	0	0	4009625	0	0	0	0	0	0	0	0	0	0	111993	10099.42	0	0	0	586202	0	0	0	0	178175	32776	0	30	0	0	206035	1523	192200	0	0	183798	0	0	17763	0	0	113836525	9452868	104383657	26944774	25286471	156614902	18844245	4440636	111993	4328643	596301.42	0	4924944.42	812300	0	0	7280269	0	0	253016
010058	BIBB MEDICAL CENTER	20151001	20160930	20181114	10001	13820	1	N	N																										0	0	0	0	0	8583782	0	0	0	0	1443551	761668	0	0	0	2003192	122965	392477	0	0	0	0	0	0	0	749721	374852	0	0	0	0	254505	134286	0	0	0	0	0	0	811691	144711	0	137371	153366	379920	0	472714	0	0	0	79296	0	0	99648	0	0	451756	0	0	0	0	12809	37781	0	0	0	144616	8174	5085	0	0	0	0	0	0	0	0	46078	716	0	9281	14800	35854	0	43788	0	0	0	2331	0	0	6510	0	0	6523274	2126157	4397117	392477	749721	5539315	2278717	401882	152790	249092	5085	0	254177	159358	0	0	880268	0	0	0
010059	LAWRENCE MEDICAL CENTER	20151001	20160930	20181114	10001	19460	1	N	N																										0	0	0	0	0	7353693	0	0	0	0	753155	1295491	0	0	0	0	0	18391	181444	0	0	0	0	0	0	1152409	0	0	0	0	0	81408	274668	0	0	0	0	0	57318	1027722	77573	0	91747	5753	125149	0	173084	5260	0	0	221046	102016	233419	200366	0	0	314703	0	0	0	0	7340	60863	0	0	0	0	0	277	1329	0	0	0	0	0	0	1997	45573	574.25	0	4742	686	13832	0	16723	136	0	0	6989	5242	7010	10483	0	0	5387880	0	5387880	199835	1152409	6740124	2320453	247210.25	0	247210.25	1606	0	248816.25	113987.25	0	0	854391	0	0	0
